pair_id,round,topic,hypothesis_a,source_a,hypothesis_b,source_b,label_5way_final,label_3way_final,annotators_agreed,label_A_5way,label_B_5way,rationale_A,rationale_B
r11_005,11,RL-based prompt optimization strategy,"Effective discrete prompts can be discovered via task-agnostic reinforcement learning, learning a general prompt-optimization policy rather than adapting the prompt to each individual query.",deng2022rlprompt,"Effective prompting instead requires test-time, query-dependent reinforcement learning that evaluates and adapts the prompt separately for each specific input, rather than relying on one fixed task-agnostic policy.",zhang2022tempera,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"B asserts effective prompting requires per-query, test-time adaptation ""rather than relying on one fixed task-agnostic policy,"" directly negating A's claim that a single task-agnostic RL policy is sufficient for effective discrete prompts.","Hypothesis A claims that effective prompts can be found using a task-agnostic RL policy, whereas Hypothesis B directly contradicts this by stating that effective prompting requires query-dependent, test-time adaptation instead."
r11_006,11,distributional acquisition of syntactic categories in children,"The child represents each target word as a context vector of frequently co-occurring words, then iteratively groups words into categories using a similarity score computed over these vectors.",redington1998distributional,The child does not need vector-based similarity computations; it is sufficient for the child to count how often words occur within particular frames and group together the words that appear in the most frequent frames.,mintz2003,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"B explicitly states the child ""does not need vector-based similarity computations,"" proposing frame-frequency counting as sufficient instead, directly negating A's claim that vector-based similarity grouping is the mechanism of category acquisition.","Hypothesis A asserts that syntactic categorization relies on vector-based similarity computations, whereas Hypothesis B explicitly negates the necessity of this specific mechanism by proposing an alternative frame-counting method."
r11_007,11,nature of language: symbol system vs. use,"Language, like cognition generally, can be defined as an abstract, formal symbol-manipulation system, in line with computational theories of mind.",pylyshyn1986computation,Language is not an abstract symbol-manipulation system; it is a system that has a function and acquires meaning only when it is actually used to do things in the world.,wittgenstein1953philosophische,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A defines language as an abstract formal symbol-manipulation system while B explicitly denies this (""is not an abstract symbol-manipulation system"") and instead grounds meaning in use -- a textbook same-subject X vs. not-X negation.","Hypothesis A asserts that language is an abstract symbol-manipulation system, whereas Hypothesis B explicitly denies this characterization."
r11_008,11,LLM self-correction without external feedback,"LLMs can iteratively improve their own outputs through self-refinement, using self-generated feedback to critique and revise their own responses without external input.",madaan2023selfrefine,"LLMs cannot reliably self-correct their own reasoning errors; without external feedback, self-correction attempts fail to fix, and can even worsen, their initial responses.",huang2023noselfcorrect,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A claims LLMs can reliably self-refine using only self-generated feedback, while B claims such attempts fail to fix and can worsen errors without external feedback -- a direct negation about the same capability under the same no-external-feedback condition.","Hypothesis A asserts that LLMs can improve via self-generated feedback, whereas Hypothesis B directly negates this by stating they cannot reliably self-correct without external input."
r11_009,11,mechanistic view of transformer feed-forward layers,"Transformer feed-forward layers function as key-value memories at the level of individual neurons: each neuron/key correlates with a textual pattern in the training data, and each value induces a distribution over the output vocabulary.",geva-etal-2021-transformer,"Based on causal tracing analysis of GPT-2, transformer MLP layers are better characterized as a single linear associative memory rather than a collection of per-neuron key-value pairs.",NEURIPS2022_6f1d43d5,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,Both hypotheses characterize the same mechanistic object (transformer FF/MLP layers) but give incompatible structural claims -- per-neuron key-value memories vs. a single linear associative memory -- which cannot both be the correct mechanistic description.,"Hypothesis A claims that feed-forward layers function as individual neuron-level key-value pairs, whereas Hypothesis B explicitly denies this characterization, proposing instead a single linear associative memory."
r11_011,11,lexical overlap and cross-lingual transfer,"Lexical overlap between source and target languages is a highly important feature for predicting cross-lingual transfer success on syntactic tasks (POS tagging, NER, dependency parsing), but a much less important feature for the semantic task of NLI.",lin_choosing_2019,"Lexical overlap shows the opposite importance pattern across task types when predicting zero-shot cross-lingual transfer performance, contrary to the syntactic-vs-semantic pattern found elsewhere.",ahuja_multi_2022,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"B explicitly asserts the ""opposite importance pattern"" to A's syntactic-more-important/semantic-less-important claim for lexical overlap, a direct negation of the specific relative-importance relationship rather than a mere contextual variant.","Hypothesis A asserts that lexical overlap is more important for syntactic tasks than semantic tasks, whereas Hypothesis B explicitly claims the opposite importance pattern exists."
r11_012,11,Context effects on lexical complexity,"Malmasi & Zampieri's MAZA system attributes its superior performance on complex word/lexical complexity prediction (SemEval-2016 Task 11) to the use of contextual features, indicating that surrounding context influences how complex a word is perceived to be.",malmasi-zampieri:2016:SemEval,"Kuru's AI-KU system (SemEval-2016 Task 11), using word embeddings and substring features with an SVM classifier, found that context was uninfluential on performance, indicating a word's complexity can be predicted without relying on contextual information.",kuru:2016:SemEval,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,A concludes context features drive superior complexity-prediction performance while B concludes context is uninfluential and complexity is predictable without it -- a direct negation on the same question (does context matter) for the same task/dataset.,"Hypothesis A asserts that contextual features drive superior performance in lexical complexity prediction, while Hypothesis B directly contradicts this by stating that context was uninfluential on performance for the same task."
r11_013,11,Video-text embedding similarity measure,"Le et al. (NII-HITACHI-UIT, TRECVID 2016) trained their video-text common-space embedding model by minimizing the L2 (Euclidean) distance between paired video and text representations.",Le2016NII-HITACHI-UIT2016,"Phan et al. (NII-Hitachi-UIT, TRECVID 2017) obtained better results by instead defining the similarity measure in the common embedding space as the dot product between representations, rather than minimizing L2 distance.",Phan2017NII-Hitachi-UIT2017,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"This is an incremental empirical improvement across successive TRECVID competition years/systems (L2 distance vs. dot product), not a fundamental claim that one measure is universally correct -- the difference plausibly reflects architecture/training differences between the two systems.",The hypotheses describe two different experimental approaches from different years (2016 vs 2017); the second hypothesis describes an evolution or alternative to the first rather than a direct contradiction of the facts presented.
r11_014,11,Video representation learning modality scope,"Dwibedi et al.'s temporal cycle-consistency learning approach learns video representations using only the video domain, via self-supervised temporal alignment of video frames, without incorporating text.",Dwibedi2019TemporalLearning,"Ging et al.'s COOT (Cooperative Hierarchical Transformer) approach holds that effective video representation learning should align video and text in a cross-modal way, rather than modeling video alone.",Ging2020COOT:Learning,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"A's method targets self-supervised temporal alignment within the video modality alone, while B's claim concerns cross-modal video-text retrieval/captioning -- the differing prescriptions reflect differing task scope and evaluation setting rather than a direct incompatible claim about the same task.",The two hypotheses describe different research approaches by different authors; the existence of a unimodal method (Dwibedi et al.) does not contradict the proposal of a multimodal method (Ging et al.).
r11_015,11,Comprehensiveness of FEVER rationale highlights,"Carton et al. (2020) expect that the human-annotated highlights/rationales in the FEVER fact-verification dataset are non-comprehensive, i.e. they do not mark all evidence relevant to a verdict.",carton-etal-2020-evaluating,"DeYoung et al.'s ERASER benchmark (2020) characterizes/relies on FEVER's rationale annotations as comprehensive evidence spans when using them to evaluate rationalized NLP models, in contrast to Carton et al.'s characterization.",deyoung-etal-2020-eraser,type1_direct_negation,Contradiction,False,type1_direct_negation,not_contradiction,A explicitly expects FEVER rationale highlights to be non-comprehensive while B characterizes/relies on the same annotations as comprehensive evidence spans -- a direct factual negation about the same dataset property.,"Hypothesis B explicitly acknowledges the difference between the two works, stating that ERASER uses the annotations as comprehensive in contrast to Carton et al.'s view; therefore, both claims can be true at the same time."
r11_016,11,Discourse parsing for document representation,Bhatia et al. (2015) show that using an external RST discourse parser to derive a document's discourse structure improves document-level sentiment analysis.,bhatia2015better,"Ji & Smith (2017) point out limitations of relying on external discourse parsers for tasks like text categorization, arguing discourse structure should instead be modeled directly rather than depending on an off-the-shelf parser.",ji2017neural,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,A's finding concerns document-level sentiment analysis while B's critique concerns text categorization and similar tasks -- the differing verdicts on external RST parsers reflect differing downstream task context rather than a head-on empirical contradiction.,"Hypothesis A describes a benefit for sentiment analysis, while Hypothesis B discusses limitations and alternative approaches specifically for text categorization; these findings are compatible as they address different tasks."
r12_009,12,Prompt optimization objective granularity,"Prompt-OIRL (Sun, 2023) proposes a query-dependent prompt optimization approach using offline inverse reinforcement learning, tailoring the prompt to each individual query.",sun2023offline,"RLPrompt (Deng et al., 2022) instead optimizes discrete text prompts via reinforcement learning to find a single, distributionally optimal prompt that maximizes expected answer quality across the whole query distribution, rather than adapting the prompt per query.",deng2022rlprompt,type1_direct_negation,Contradiction,False,type1_direct_negation,not_contradiction,"Hypothesis A holds that the prompt should be tailored per individual query, while B explicitly states a single, distribution-wide optimal prompt should be used ""rather than adapting the prompt per query"" -- a direct negation of the same design question (per-query vs. single global prompt).","The hypotheses describe two different optimization approaches (query-dependent vs. distributionally optimal) used by different models, rather than making conflicting claims about a single method."
r12_016,12,Selecting bias-sensitive identity terms for toxicity detection,The set of identity terms used as bias-sensitive words for toxicity detection should be determined via manual creation of a list of identity terms.,paper20,"Instead, identity attributes for this purpose can be obtained from a dataset's existing annotations of identity attributes (e.g., the identity-attribute annotations in the Civil Comments dataset), rather than manually curating a term list.",paper15,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A asserts identity terms should come from manual curation of a term list; B explicitly counters that they should instead be obtained from a dataset's existing annotations ""rather than manually curating a term list,"" directly negating A's method for the same task.","Hypothesis A asserts that the list of identity terms should be manually created, whereas Hypothesis B explicitly proposes using existing dataset annotations instead of manual curation."
r12_021,12,Two-stream vs single-stream vision-language pretraining,"Vision-and-language pretraining should apply independent Transformers separately to the visual and linguistic inputs (a two-stream architecture), as in ViLBERT.",lu2019vilbert,"Instead, a single unified Transformer should be applied jointly to the combined textual and image inputs (a single-stream architecture), rather than using independent Transformers for each modality.",li2019visualbert,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"A claims vision-language pretraining should use independent Transformers per modality (two-stream), while B explicitly states a single unified Transformer should be applied jointly ""rather than using independent Transformers for each modality"" -- a direct negation on the same architectural choice, not a difference attributable to incidental dataset/hyperparameter variation.","Hypothesis A asserts that pretraining should use separate, independent Transformers for each modality (two-stream), whereas Hypothesis B directly negates this by asserting that a single unified Transformer should be used instead."
r13_001,13,LLM bias and subgroup representativeness,"Large language models can be used to simulate diverse human samples, indicating their outputs can usefully represent varied subgroup perspectives.",argyle2023out,Large language models should not replace human participants in research because they can misportray and flatten the identity and diversity of demographic groups.,wang2024largelanguagemodelsreplace,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"Hypothesis A asserts that LLM outputs usefully represent varied subgroup/demographic perspectives, while Hypothesis B asserts that LLMs misportray and flatten the identity and diversity of the very same demographic groups. These are direct opposites on the same underlying claim (do LLM outputs faithfully capture subgroup diversity), not a difference of measurement scale, causal direction, or evaluation context.","Hypothesis A asserts that LLMs can usefully represent varied subgroup perspectives, while Hypothesis B directly contradicts this by stating that LLMs misportray and flatten the diversity of demographic groups."
r14_000,14,Role of position embeddings in embedding-space anisotropy,"In multilingual BERT (mBERT), which is trained with the same position-embedding-based procedure as monolingual models, the per-language embedding spaces are massively anisotropic but show no single dominant dimension contributing to that anisotropy.","Rajaee and Pilehvar, 2022","In monolingual masked language models, position embeddings are the driving cause of positional artefacts that produce dominant/outlier dimensions in the embedding space.","Mao, 2021",type3_causal_conflict,Contradiction,False,type3_causal_conflict,type4_apparent_contextual,"Hypothesis B asserts position embeddings are the causal mechanism producing dominant/outlier dimensions. Hypothesis A reports that mBERT, built with that same position-embedding-based procedure, is anisotropic yet shows no dominant dimension -- the claimed cause is present but the predicted effect is absent, undermining the asserted causal link rather than merely reflecting a difference in measurement scale (type2) or a dataset/hyperparameter difference the hypotheses themselves already rule out by stating the procedure is the same (not type4).","The hypotheses describe different model types (mBERT vs. monolingual MLMs); the lack of dominant dimensions in mBERT does not contradict the presence of them in monolingual models, as the multilingual training context may mitigate the effect."
r16_000,16,classifier performance comparison,Gradient boosting classifiers achieve better results than random forest classifiers on the classification task under discussion.,barbaresi1,Logistic regression classifiers achieve better results than gradient boosting classifiers on the classification task under discussion.,martinc1,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"Gradient boosting beating random forest and logistic regression beating gradient boosting are jointly consistent with a single ranking (LR > GB > RF), not an actual conflict between the two claims.","Hypothesis A compares Gradient Boosting to Random Forest, while Hypothesis B compares Logistic Regression to Gradient Boosting; these statements are compatible if the performance order is Logistic Regression > Gradient Boosting > Random Forest."
r16_001,16,transformer vs. classic IR for TREC-COVID,A transformer-based retrieval effort that omitted dedicated language model fine-tuning struggled to achieve strong effectiveness in the TREC-COVID / technology-assisted-review biomedical search task.,lima2020denmark,"A classic linear retrieval model based on lexical features and trained via continuous active learning was highly competitive in the TREC 2020 COVID track, leading on at least one effectiveness measure and outperforming several deep-learning-based approaches including a transformer-based effort.",wang2020participation,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,Hypothesis B (classic linear model outperforming a transformer-based effort) corroborates rather than conflicts with hypothesis A (the transformer effort struggled) -- both agree the transformer approach underperformed.,Both hypotheses are compatible as they both suggest that certain transformer-based approaches were not the top performers and could be outperformed by classic retrieval methods in the TREC-COVID task.
r16_002,16,Synthetic data scale vs GEC performance,"Stahlberg and Kumar (2021) built a grammatical error correction system by training on more than half a billion synthetic sentences generated via tagged corruption models, pursuing the strategy that massive synthetic data scale drives strong GEC performance.",stahlberg-kumar-2021-synthetic,"Tarnavskyi et al. (2022) achieved better grammatical error correction performance than that half-billion-sentence synthetic-data system through ensembling and knowledge distillation of large sequence taggers, using orders of magnitude less training data.",tarnavskyi-etal-2022-ensembling,type3_causal_conflict,Contradiction,False,type3_causal_conflict,not_contradiction,The two works imply opposite causal accounts of what drives strong GEC performance -- massive synthetic data scale (A) versus ensembling/distillation technique with far less data (B) -- rather than differing only by dataset/eval-condition.,"Hypothesis A describes a specific research strategy (using massive scale), while Hypothesis B describes an alternative, more efficient strategy (ensembling and distillation) that achieved superior results; these two findings are logically compatible."
r16_003,16,linear region density during training,"Zhu et al. (2020) observed that, for ReLU neural networks, the boundaries of linear regions move away from the training data, implying that the linear regions surrounding training points grow larger (become sparser) as training progresses.",zhu2020local,"He et al. (2021), in the 'Neural networks behave as hash encoders' study, conjectured the opposite: that linear regions near training samples become smaller through training (equivalently, activation-pattern boundaries become denser around the training samples), i.e. regions surrounding training points shrink rather than grow as training progresses.",HashEncoders,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,The two hypotheses make directly opposite claims about the same measured quantity under the same setup (ReLU networks): linear regions around training points grow/become sparser (A) versus shrink/become denser (B) as training progresses.,"Hypothesis A claims that linear regions surrounding training points grow larger and sparser during training, whereas Hypothesis B explicitly conjectures the opposite: that these regions become smaller and denser."
r16_004,16,video generation: consistency vs diversity,"Generating a video in a single whole-sequence pass -- as in I2VGen-XL, which performs image-to-video synthesis via cascaded diffusion models -- preserves temporal/content consistency across the generated frames, but this comes at the cost of reduced diversity in the output video.",zhang2023i2vgen,"Generating a video through a multi-step generation process -- as in EIDT-V, a zero-shot, training-free text-to-video method that exploits intersections in diffusion trajectories -- favors greater diversity in the generated output, but struggles to maintain consistency across the generated frames.",jagpal2025eidt,type4_apparent_contextual,Apparent,True,type4_apparent_contextual,type4_apparent_contextual,"The consistency-vs-diversity tradeoff difference is explained by the two methods differing architectural approach (single whole-sequence pass vs multi-step generation) -- both tradeoffs are compatible, not a genuine disagreement about a shared claim.",The hypotheses are compatible as they describe the same underlying trade-off between consistency and diversity from the perspectives of two different generation architectures (single-pass vs. multi-step).
r16_005,16,diffusion modeling of discrete EHR sequences,"Kuo et al. (s-34) generate synthetic discrete time-series sequences by using Gaussian diffusion and treating the discrete data similarly to real-valued sequences, which requires further post-processing of the model's output to produce valid discrete values.",s-34,"Tian et al. (ehr-58) generate synthetic EHR time series by simultaneously modeling discrete variables with multinomial diffusion and continuous variables with Gaussian diffusion, preserving temporal dependencies via a bidirectional RNN instead of a U-net in the backward diffusion step, and without requiring any post-processing of the output.",ehr-58,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"Both describe alternative technical designs (diffusion formulation, RNN vs U-net backbone, post-processing requirement) for the same EHR-synthesis task -- differences are explained by architectural choice, not a substantive empirical disagreement.","The hypotheses describe two different modeling approaches (Kuo et al. and Tian et al.) with distinct methodologies; the difference in post-processing requirements is a consequence of their different diffusion types, not a logical contradiction."
r16_006,16,communication protocol encoding approach,"Giles and Jim (2003) show that communication protocols for multi-agent systems can be induced through an evolutionary approach, i.e. the communication message is encoded via an evolutionary search process rather than being explicitly predefined.",giles2003learning,"Sukhbaatar and Fergus (2016) show that multi-agent communication protocols can instead be learned end-to-end via gradient-based backpropagation, i.e. the communication message is encoded via a differentiable learning process rather than evolutionary search.",sukhbaatar2016learning,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"Evolutionary search and gradient-based backpropagation are two compatible engineering approaches to encoding the same multi-agent communication protocols, not opposing claims about a shared phenomenon.","The hypotheses describe two different, compatible methodologies (evolutionary search vs. gradient-based backpropagation) for achieving the same goal of learning communication protocols."
r16_007,16,cryo-EM structural heterogeneity modeling,"E2GMM (Chen and Ludtke, 2021) models 3D structural heterogeneity in cryo-EM using a set of Gaussians (a Gaussian mixture model) to automatically resolve structural variability among particles.",chen2021deep,"3DFlex (Punjani and Fleet, 2023) instead models structural heterogeneity in cryo-EM using a neural network that fits the 3D displacement field of each particle, jointly exploring its deformation field while refining a canonical density map, rather than using a Gaussian-mixture representation.",punjani20233dflex,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"Gaussian-mixture modeling and neural displacement-field modeling are two compatible technical approaches to the same cryo-EM heterogeneity-modeling problem, differing by architecture rather than by a disputed empirical claim.","The hypotheses describe two distinct computational approaches (E2GMM and 3DFlex) to the same problem, and the description of one method's architecture does not contradict the description of the other."
r16_008,16,LLM compute-optimal scaling law,"Kaplan et al. (2020) propose that loss scales with model parameter count N and dataset size D via a multiplicative power-law relationship, L(N,D) = [(N/N_c)^(alpha_N/alpha_D) + D/D_c]^alpha_D.",kaplan2020scaling,"Hoffmann et al. (2022), in their 'Approach 3,' propose instead that loss follows an additive form, L(N,D) = E + A/N^alpha + B/D^beta, implying a different compute-optimal balance between model size and training data than Kaplan et al.'s power-law formula.",hoffmann2022training,type3_causal_conflict,Contradiction,False,type3_causal_conflict,type1_direct_negation,"Kaplan et al. and Hoffmann et al. propose genuinely incompatible functional accounts of how model size and data size jointly determine loss (multiplicative power-law vs additive form) -- a real, well-known dispute over the underlying relationship, not an artifact of differing conditions.","Hypothesis A proposes a multiplicative power-law relationship for loss scaling, while Hypothesis B proposes an additive functional form, which is mathematically incompatible with the multiplicative structure."
r16_009,16,LLM hallucination vs retrieval,"Fine-tuned LLMs equipped with Wikidata-based retrieval, using a few-shot sequence-to-sequence semantic-parsing approach, can substantially reduce hallucination in LLM outputs, treating hallucination as an error that retrieval from a verified knowledge base should suppress.",xu2023fine,"In the CRUSH4SQL approach to Text-to-SQL, an LLM's own hallucinated (fabricated) schema elements can be deliberately used as query probes to rapidly retrieve the actual relevant tables and columns from a large database schema, treating hallucination as a useful signal to drive retrieval rather than purely an error to eliminate.",kothyari2023crush4sql,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,The two hypotheses concern different tasks and frameworks (Wikidata-grounded semantic parsing vs Text-to-SQL) and make no overlapping claim that conflicts -- one can suppress hallucination in one context while exploiting it as a signal in an unrelated one.,"The two hypotheses describe different functional roles for hallucination in distinct tasks (Wikidata-based semantic parsing vs. Text-to-SQL); one focuses on error suppression while the other focuses on leveraging hallucinations as a retrieval probe, which are not mutually exclusive approaches."
r16_010,16,induction vs abduction,"In Mill's System of Logic (1858), all methods of generating causal hypotheses are characterized under the single umbrella term 'induction', treating induction as the broad, general category for such reasoning rather than as a special case of some other inferential process.",Mill1858,"Harman (1965) argues that induction is not an independent, fundamental category but merely a specific instance of abduction -- understood comprehensively as Inference to the Best Explanation -- so that enumerative induction is properly a special case of IBE rather than a separate mode of reasoning.",Harman1965,type1_direct_negation,Contradiction,True,type1_direct_negation,type1_direct_negation,"Mill treats induction as an independent, general category not reducible to another process; Harman directly denies this, asserting induction is specifically a special case of abduction -- a direct negation of the same claim about inductions status.","Hypothesis A claims that induction is the broad, primary category and not a special case of another process, whereas Hypothesis B asserts that induction is specifically a sub-category (a special case) of abduction."
r17_000,17,Scalability of gradient-based vs. classic hyperparameter-search meta-learning,"MAML (Finn et al., 2017), a gradient-based meta-learning method, demonstrates promising scalability to problems with millions of parameters.",finn2017maml,"Classic hyperparameter-optimization approaches such as random search (Bergstra and Bengio, 2012) are typically only successful in settings with far fewer parameters, in contrast to the scalability gradient-based meta-learning methods like MAML demonstrate.",bergstra2012randomsearchhyper,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"MAML scaling to millions of parameters and classic random search only succeeding with far fewer parameters are two compatible, non-conflicting facts about fundamentally different algorithm classes -- neither claim undermines or contradicts the other; they simply describe different techniques' natural scaling ranges.","Both hypotheses are consistent in asserting that gradient-based meta-learning methods like MAML exhibit high scalability, with hypothesis B using this property as a point of contrast against the limitations of classic HPO."
r17_001,17,Bayesian vs. regularized multi-task relationship learning,"Bonilla, Chai, and Williams (2007) propose a Bayesian multi-task Gaussian process model for multi-task learning.",bcw07,"Zhang and Yeung (2010) propose an alternative, non-Bayesian regularized multi-task model (MTRL) that places a matrix-variate normal prior on the task-relationship weight matrix, differing from the Bayesian Gaussian-process approach.",zy10b,not_contradiction,NotContradiction,True,not_contradiction,not_contradiction,"Bonilla et al.'s Bayesian Gaussian-process model and Zhang & Yeung's regularized MTRL model are two alternative, non-conflicting modeling techniques for the same multi-task learning problem -- hypothesis B explicitly frames itself as merely ""differing from"" A, not correcting or contradicting it.","The hypotheses describe two different models proposed by different authors, and the second hypothesis explicitly identifies itself as an alternative approach that differs from the first."
r17_002,17,Bottom-up vs. top-down approaches to neural network interpretability,"Olah et al. (2020), in ""Zoom In: An Introduction to Circuits,"" take a bottom-up mechanistic-interpretability approach, aiming to understand the low-level mechanics of specific algorithms implemented by a neural network's circuits.",olah2020zoom,"Zou et al. (2023), in ""Representation Engineering,"" take a top-down approach instead, monitoring and manipulating high-level cognitive phenomena in neural networks rather than analyzing low-level circuit mechanics.",zou2023representation,type4_apparent_contextual,Apparent,False,type4_apparent_contextual,not_contradiction,"Bottom-up mechanistic interpretability and top-down representation engineering are compatible, complementary strategies operating at different levels of analysis (low-level circuits vs high-level cognitive phenomena) toward the same broader interpretability goal -- the apparent bottom-up/top-down tension is explained by differing analytical scope, not a substantive disagreement about a shared claim.",The hypotheses describe two different methodological approaches applied to different research papers; they are complementary descriptions of a spectrum rather than conflicting claims.
