sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s0300,naacl2021.tex,\citet{bert/bhattacharjee-etal-2020-bert} found that cross-view training \cite{cvt/clark-etal-2018-semi} leverages large amounts of unlabeled data better for task-specific applications in contrast to the general representations learned by BERT.,bert/bhattacharjee-etal-2020-bert;cvt/clark-etal-2018-semi,2010.12309,A Survey on Recent Approaches for Natural Language Processing in Low-Resource Scenarios,bert/bhattacharjee-etal-2020-bertcvt/clark-etal-2018-semi,2,2,To {BERT} or Not to {BERT}: Comparing Task-specific and Task-agnostic Semi-Supervised Approaches for Sequence TaggingSemi-Supervised Sequence Modeling with Cross-View Training,"Bhattacharjee, Kasturi and Ballesteros, Miguel and Anubhai, Rishita and Muresan, Smaranda and Ma, Jie and Ladhak, Faisal and Al-Onaizan, YaserClark, Kevin and Luong, Minh-Thang and Manning, Christopher D. and Le, Quoc",20202018,"Leveraging large amounts of unlabeled data using Transformer-like architectures, like BERT, has gained popularity in recent times owing to their effectiveness in learning general representations that can then be further fine-tuned for downstream tasks to much success. However, training these models can be costly both from an economic and environmental standpoint. In this work, we investigate how to effectively use unlabeled data: by exploring the task-specific semi-supervised approach, Cross-View Training (CVT) and comparing it with task-agnostic BERT in multiple settings that include domain and task relevant English data. CVT uses a much lighter model architecture and we show that it achieves similar performance to BERT on a set of sequence tagging tasks, with lesser financial and environUnsupervised representation learning algorithms such as word2vec and ELMo improve the accuracy of many supervised NLP models, mainly because they can take advantage of large amounts of unlabeled text. However, the supervised models only learn from task-specific labeled data during the main training phase. We therefore propose Cross-View Training (CVT), a semi-supervised learning algorithm that improves the representations of a Bi-LSTM sentence encoder using a mix of labeled and unlabeled data. On labeled examples, standard supervised learning is used. On unlabeled examples, CVT teaches auxiliary prediction modules that see restricted views of the input (e.g., only part of a sentence) to match the predictions of the full model seeing the whole input. Since the auxiliary modules and the full","bert/bhattacharjee-etal-2020-bert, title = ""To {BERT} or Not to {BERT}: Comparing Task-specific and Task-agnostic Semi-Supervised Approaches for Sequence Tagging"", author = ""Bhattacharjee, Kasturi and Ballesteros, Miguel and Anubhai, Rishita and Muresan, Smaranda and Ma, Jie and Ladhak, Faisal and Al-Onaizan, Yaser"", booktitle = ""Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)"", month = nov, year = ""2020"", address = ""Online"", publisher = ""Association for Computational Linguistics"", url = ""https://www.aclweb.org/anthology/2020.emnlp-main.636"", doi = ""10.18653/v1/2020.emnlp-main.636"", pages = ""7927--7934"", abstract = ""Leveraging large amounts of unlabeled data using Transformer-like architectures, like BERT, has gained popularity in recent timescvt/clark-etal-2018-semi, title = ""Semi-Supervised Sequence Modeling with Cross-View Training"", author = ""Clark, Kevin and Luong, Minh-Thang and Manning, Christopher D. and Le, Quoc"", booktitle = ""Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing"", month = oct # ""-"" # nov, year = ""2018"", address = ""Brussels, Belgium"", publisher = ""Association for Computational Linguistics"", url = ""https://www.aclweb.org/anthology/D18-1217"", doi = ""10.18653/v1/D18-1217"", pages = ""1914--1925"", abstract = ""Unsupervised representation learning algorithms such as word2vec and ELMo improve the accuracy of many supervised NLP models, mainly because they can take advantage of large amounts of unlabeled text. However, the supervised models only learn from task-specific labeled d",bibbib
s0304,1-introduction.tex,"For example, in dialogue systems, conditioning on only the input text, a text generation system often produces trivial or non-committal responses of frequent words or phrases in the corpus~\cite{xing2017topic,zhou2018commonsense}, such as \emph{``Me too.''} or \emph{``Oh my god!''} given the input text \emph{``My skin is so dry.''} These mundane responses lack meaningful content, in contrast to human responses rich in knowledge.","xing2017topic,zhou2018commonsense",2010.04389,A Survey of Knowledge-Enhanced Text Generation,xing2017topiczhou2018commonsense,2,2,Topic aware neural response generationCommonsense knowledge aware conversation generation with graph attention,"Xing, Chen and Wu, Wei and Wu, Yu and Liu, Jie and Huang, Yalou and Zhou, Ming and Ma, Wei-YingZhou, Hao and Young, Tom and Huang, Minlie and Zhao, Haizhou and Xu, Jingfang and Zhu, Xiaoyan",20172018,,"xing2017topic, title={Topic aware neural response generation}, author={Xing, Chen and Wu, Wei and Wu, Yu and Liu, Jie and Huang, Yalou and Zhou, Ming and Ma, Wei-Ying}, booktitle={Thirty-First AAAI Conference on Artificial Intelligence}, year={2017}zhou2018commonsense, title={Commonsense knowledge aware conversation generation with graph attention}, author={Zhou, Hao and Young, Tom and Huang, Minlie and Zhao, Haizhou and Xu, Jingfang and Zhu, Xiaoyan}, booktitle={Proceedings of the 27th International Joint Conference on Artificial Intelligence}, pages={4623--4629}, year={2018}",bibbib
s0308,acl2020.tex,"They differ mainly in the way they generate the SQG, while \citet{reddy-etal-2014-large} and \citet{sen_hu_ieee-2018_NFF} use a syntactic parser (CCG and dependency-tree) \citet{Scott_yih_and_Jianfeng_2015_SQG-Tx-KB} doesn't use any suntactic parser.",reddy-etal-2014-large;sen_hu_ieee-2018_NFF;Scott_yih_and_Jianfeng_2015_SQG-Tx-KB,2009.14116,A Survey on Semantic Parsing from the perspective of Compositionality,reddy-etal-2014-largesen_hu_ieee-2018_NFFScott_yih_and_Jianfeng_2015_SQG-Tx-KB,3,3,Large-scale semantic parsing without question-answer pairsAnswering natural language questions by subgraph matching over knowledge graphs.Semantic parsing via staged query graph generation: Question answering with knowledge base.,,,,"Siva Reddy, Mirella Lapata, and Mark Steedman. 2014. Large-scale semantic parsing without question-answer pairs. Transactions of the Association for Computational Linguistics, 2:377--392.S. {Hu}, L. {Zou}, J. X. {Yu}, H. {Wang}, and D. {Zhao}. 2018. Answering natural language questions by subgraph matching over knowledge graphs. IEEE Transactions on Knowledge and Data Engineering, 30(5):824--837.Scott Wen-tau Yih, Ming-Wei Chang, Xiaodong He, and Jianfeng Gao. 2015. Semantic parsing via staged query graph generation: Question answering with knowledge base.",bblbblbbl
s0315,text_classification.tex,"Prediction uncertainty (disagreement)\\ \mbox{\cite{siddhant2018deep}} & TQA, MR & SVM, CNN, BiLSTM & Prediction uncertainty (disagreement)\\ \mbox{\cite{lowell2019practical}} & MR, SJ, TQA, CR & SVM, CNN, BiLSTM & 1.",siddhant2018deep;lowell2019practical,2008.07267,A Survey of Active Learning for Text Classification using Deep Neural Networks,siddhant2018deeplowell2019practical,2,2,Deep {Bayesian} {Active} {Learning} for {Natural} {Language} {Processing}: {Results} of a {Large}-{Scale} {Empirical} {Study}Practical {Obstacles} to {Deploying} {Active} {Learning},"Siddhant, Aditya and Lipton, Zachary C.Lowell, David and Lipton, Zachary C. and Wallace, Byron C.",20182019,"Several recent papers investigate Active Learning (AL) for mitigating the datadependence of deep learning for natural language processing. However, the applicability of AL to real-world problems remains an open question. While in supervised learning, practitioners can try many different methods, evaluating each against a validation set before selecting a model, AL affords no such luxury. Over the course of one AL run, an agent annotates its dataset exhausting its labeling budget. Thus, given a new task, an active learner has no opportunity to compare models and acquisition functions. This paper provides a largescale empirical study of deep active learning, addressing multiple tasks and, for each, multiple datasets, multiple models, and a full suite of acquisition functions. We ﬁnd that acrActive learning (AL) is a widely-used training strategy for maximizing predictive performance subject to a ﬁxed annotation budget. In AL one iteratively selects training examples for annotation, often those for which the current model is most uncertain (by some measure). The hope is that active sampling leads to better performance than would be achieved under independent and identically distributed (i.i.d.) random samples. While AL has shown promise in retrospective evaluations, these studies often ignore practical obstacles to its use. In this paper we show that while AL may provide beneﬁts when used with speciﬁc models and for particular domains, the beneﬁts of current approaches do not generalize reliably across models and tasks. This is problematic because in practice one does not have","siddhant2018deep, title = {Deep {Bayesian} {Active} {Learning} for {Natural} {Language} {Processing}: {Results} of a {Large}-{Scale} {Empirical} {Study}}, _shorttitle = {Deep {Bayesian} {Active} {Learning} for {Natural} {Language} {Processing}}, _url = {http://aclweb.org/anthology/D18-1318}, _doi = {10.18653/v1/D18-1318}, abstract = {Several recent papers investigate Active Learning (AL) for mitigating the datadependence of deep learning for natural language processing. However, the applicability of AL to real-world problems remains an open question. While in supervised learning, practitioners can try many different methods, evaluating each against a validation set before selecting a model, AL affords no such luxury. Over the course of one AL run, an agent annotates its dataset exhausting lowell2019practical, title = {Practical {Obstacles} to {Deploying} {Active} {Learning}}, _url = {https://www.aclweb.org/anthology/D19-1003}, _doi = {10.18653/v1/D19-1003}, abstract = {Active learning (AL) is a widely-used training strategy for maximizing predictive performance subject to a ﬁxed annotation budget. In AL one iteratively selects training examples for annotation, often those for which the current model is most uncertain (by some measure). The hope is that active sampling leads to better performance than would be achieved under independent and identically distributed (i.i.d.) random samples. While AL has shown promise in retrospective evaluations, these studies often ignore practical obstacles to its use. In this paper we show that while AL may provide beneﬁts when used with sp",bibbib
s0316,text_classification.tex,"Prediction uncertainty (disagreement)\\ \mbox{\cite{prabhu2019sampling}} & SGN, DBP, YHA, YRP, YRF, AGN, ARP, ARF & FTZ, ULMFiT & Prediction uncertainty (entropy)\\ \mbox{\cite{lu2020investigating}} & MRL, MDS, BAG, G13, ACR, SJ, AGN, DBP & SVM & 1.",prabhu2019sampling;lu2020investigating,2008.07267,A Survey of Active Learning for Text Classification using Deep Neural Networks,prabhu2019samplinglu2020investigating,2,2,Sampling Bias in Deep Active Classification: An Empirical StudyInvestigating the Effectiveness of Representations Based on Pretrained Transformer-based Language Models in Active Learning for Labelling Text Datasets,"Prabhu, Ameya and Dognin, Charles and Singh, ManeeshLu, Jinghui and MacNamee, Brian",20192020,"The exploding cost and time needed for data labeling and model training are bottlenecks for training DNN models on large datasets. Identifying smaller representative data samples with strategies like active learning can help mitigate such bottlenecks. Previous works on active learning in NLP identify the problem of sampling bias in the samples acquired by uncertainty-based querying and develop costly approaches to address it. Using a large empirical study, we demonstrate that active set selection using the posterior entropy of deep models like FastText.zip (FTZ) is robust to sampling biases and to various algorithmic choices (query size and strategies) unlike that suggested by traditional literature. We also show that FTZ based query strategy produces sample sets similar to those from more","prabhu2019sampling, title = ""Sampling Bias in Deep Active Classification: An Empirical Study"", author = ""Prabhu, Ameya and Dognin, Charles and Singh, Maneesh"", booktitle = ""Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)"", _month = nov, year = ""2019"", _address = ""Hong Kong, China"", publisher = ""Association for Computational Linguistics"", _url = ""https://www.aclweb.org/anthology/D19-1417"", _doi = ""10.18653/v1/D19-1417"", pages = ""4058--4068"", abstract = ""The exploding cost and time needed for data labeling and model training are bottlenecks for training DNN models on large datasets. Identifying smaller representative data samples with strategies like active learninglu2020investigating, title={Investigating the Effectiveness of Representations Based on Pretrained Transformer-based Language Models in Active Learning for Labelling Text Datasets}, author={Lu, Jinghui and MacNamee, Brian}, journal={arXiv preprint arXiv:2004.13138}, year={2020}",bibbib
s0317,active_learning.tex,"% The former often use prediction entropy \cite{mackay1992evidence,roy2001toward} as measure of uncertainty, while the latter utilize the disagreement among the single classifiers.","mackay1992evidence,roy2001toward",2008.07267,A Survey of Active Learning for Text Classification using Deep Neural Networks,mackay1992evidenceroy2001toward,2,2,The Evidence Framework Applied to Classification NetworksToward Optimal Active Learning through Sampling Estimation of Error Reduction,"MacKay, David JCRoy, Nicholas and McCallum, Andrew",19922001,"This paper presents an active learning method that directly optimizes expected future error. This is in contrast to many other popular techniques that instead aim to reduce version space size. These methods are popular because for many learning models, closed form calculation of the expected future error is intractable. Our approach is made feasible by taking a Monte Carlo approach to estimating the expected reduction in error due to the labeling of a query. In experimental results on three real-world data sets we reach high accuracy with four times fewer labelled examples than competing methods.","mackay1992evidence, title = {The Evidence Framework Applied to Classification Networks}, author={MacKay, David JC}, journal = {Neural Computation}, volume={4}, number={5}, pages={720--736}, year={1992}, publisher={MIT Press}roy2001toward, author = {Roy, Nicholas and McCallum, Andrew}, title = {Toward Optimal Active Learning through Sampling Estimation of Error Reduction}, abstract = {This paper presents an active learning method that directly optimizes expected future error. This is in contrast to many other popular techniques that instead aim to reduce version space size. These methods are popular because for many learning models, closed form calculation of the expected future error is intractable. Our approach is made feasible by taking a Monte Carlo approach to estimating the expected reduction in error due to the labeling of a query. In experimental results on three real-world data sets we reach high accuracy with four times fewer labelled examples than competing methods.}, year = {2001}, _isbn = {1558607",bibbib
s0318,introduction.tex,"% We suspect this is due to the following reasons: % (1) Many DL models are known to require large amounts of data \cite{zhang2016character-level}, % which is in strong contrast to AL aiming at requiring as little data as possible % (2) there is a whole AL scenario based on artificial data generation, which unfortunately is a lot more challenging for text in contrast to for example images, for which data augmentation is commonly used in classification tasks \cite{wang2017effectiveness}; % (3) NN",zhang2016character-level;wang2017effectiveness,2008.07267,A Survey of Active Learning for Text Classification using Deep Neural Networks,zhang2016character-levelwang2017effectiveness,2,2,Character-Level Convolutional Networks for Text ClassificationThe {Effectiveness} of {Data} {Augmentation} in {Image} {Classification} using {Deep} {Learning},"Zhang, Xiang and Zhao, Junbo and LeCun, YannWang, Jason and Perez, Luis",20152017,,"zhang2016character-level, author = {Zhang, Xiang and Zhao, Junbo and LeCun, Yann}, title = {Character-Level Convolutional Networks for Text Classification}, year = {2015}, publisher = {MIT Press}, _address = {Cambridge, MA, USA}, booktitle = {Proceedings of the 28th International Conference on Neural Information Processing Systems}, volume = {1}, pages = {649--657}, numpages = {9}, location = {Montreal, Canada}, series = {NIPS’15}wang2017effectiveness, title = {The {Effectiveness} of {Data} {Augmentation} in {Image} {Classification} using {Deep} {Learning}}, author={Wang, Jason and Perez, Luis}, pages={11}, journal={arXiv preprint arXiv:1712.04621}, year={2017}",bibbib
s0323,survey.tex,"Early non-neural work applied SCL to structure prediction problems with mixed results, i.e., POS~\cite{Blitzer2006} and parsing~\cite{Plank2011}.",Blitzer2006;Plank2011,2006.00632,Neural Unsupervised Domain Adaptation in NLP---A Survey,Blitzer2006Plank2011,2,2,{Domain adaptation with structural correspondence learning}2011.,"Blitzer, John and McDonald, Ryan and Pereira, Fernando",2006,"Discriminative learning methods are widely used in natural language process- ing. These methods work best when their training and test data are drawn from the same distribution. For many NLP tasks, however, we are confronted with new domains in which labeled data is scarce or non-existent. In such cases, we seek to adapt existing models from a resource- rich source domain to a resource-poor target domain. We introduce structural correspondence learning to automatically induce correspondences among features from different domains. We test our tech- nique on part of speech tagging and show performance gains for varying amounts of source and target training data, as well as improvements in target domain parsing accuracy using our improved tagger.","Blitzer2006, abstract = {Discriminative learning methods are widely used in natural language process- ing. These methods work best when their training and test data are drawn from the same distribution. For many NLP tasks, however, we are confronted with new domains in which labeled data is scarce or non-existent. In such cases, we seek to adapt existing models from a resource- rich source domain to a resource-poor target domain. We introduce structural correspondence learning to automatically induce correspondences among features from different domains. We test our tech- nique on part of speech tagging and show performance gains for varying amounts of source and target training data, as well as improvements in target domain parsing accuracy using our improved tagger.}, author = {Blitzer, Barbara Plank. 2011. {\em {Domain Adaptation for Parsing}}. {Ph.D.} thesis, University of Groningen.",bibbbl
s0326,coling2020.tex,"On the one hand, novel architectures \cite{Vaswani2017} enable efficient unsupervised training on large corpora to obtain expressive contextualised word and sentence repres % \end{table} \subsection{Terminology} \paragraph{Tasks:} The task of \emph{Recognising Textual Entailment (RTE)} is to decide, for a pair of natural language sentences (premise and hypothesis), whether given the premise the hypothesis is true (\emph{Entailment}), false (\emph{Contradiction}) or whether the two sentences are ",Vaswani2017;Dagan2013RecognizingApplications,2005.14709,Beyond Leaderboards: A survey of methods for revealing weaknesses in Natural Language Inference data and models,Vaswani2017Dagan2013RecognizingApplications,2,2,2017.2013.,,,,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Lukasz Kaiser, and Illia Polosukhin. 2017. {Attention Is All You Need}. In {\em Advances in Neural Information Processing Systems 30}, pages 5998--6008.Ido Dagan, Dan Roth, Mark Sammons, and Fabio Zanzotto. 2013. {Recognizing Textual Entailment: Models and Applications}. {\em Synthesis Lectures on Human Language Technologies}, 6(4):1--222.",bblbbl
s0332,manuscript.tex,"However, there is some disagreement in the literature on how well NMT models are calibrated~\citep{conf-ana-uncertainty,nmt-length-calibration}.\index{Calibration} Poorly calibrated models do not assign probabilities according to the true data distribution.","conf-ana-uncertainty,nmt-length-calibration",1912.02047,Neural Machine Translation: A Review and Survey,conf-ana-uncertaintynmt-length-calibration,2,2,\bibinfo{title}{Analyzing uncertainty in neural machine translation}.\bibinfo{title}{Calibration of encoder decoder models for neural machine translation}.,,,,"\bibinfo{author}{Ott, M.}, \bibinfo{author}{Auli, M.}, \bibinfo{author}{Grangier, D.}, \& \bibinfo{author}{Ranzato, M.} (\bibinfo{year}{2018}{\natexlab{a}}). \bibinfo{title}{Analyzing uncertainty in neural machine translation}. In \bibinfo{editor}{J. Dy}, \& \bibinfo{editor}{A. Krause} (Eds.), {\it \bibinfo{booktitle}{Proceedings of the 35th International Conference on Machine Learning}\/} (pp. \bibinfo{pages}{3956--3965}). \bibinfo{address}{Stockholmsmässan, Stockholm Sweden}: \bibinfo{publisher}{PMLR} volume \bibinfo{volume}{80} of {\it \bibinfo{series}{Proceedings of Machine Learning Research}\/}. \URLprefix \url{http://proceedings.mlr.press/v80/ott18a.html}. %Type = Inproceedings\bibinfo{author}{Kumar, A.}, \& \bibinfo{author}{Sarawagi, S.} (\bibinfo{year}{2019}). \bibinfo{title}{Calibration of encoder decoder models for neural machine translation}. {\it \bibinfo{journal}{arXiv preprint arXiv:1903.00802}\/}, . %Type = Inproceedings",bblbbl
s0333,manuscript.tex,A similar idea was pursued by \citet{nmt-alignment-transformer-interpretable-att} who added an additional alignment layer to the Transformer and trained it -- unlike \citet{nmt-alignment-based-transformer} -- in an unsupervised way.,nmt-alignment-transformer-interpretable-att;nmt-alignment-based-transformer,1912.02047,Neural Machine Translation: A Review and Survey,nmt-alignment-transformer-interpretable-attnmt-alignment-based-transformer,2,2,\bibinfo{title}{Adding interpretable attention to neural translation models improves word alignment}.\bibinfo{title}{On the alignment problem in multi-head attention-based neural machine translation}.,,,,"\bibinfo{author}{Zenkel, T.}, \bibinfo{author}{Wuebker, J.}, \& \bibinfo{author}{DeNero, J.} (\bibinfo{year}{2019}). \bibinfo{title}{Adding interpretable attention to neural translation models improves word alignment}. {\it \bibinfo{journal}{arXiv preprint arXiv:1901.11359}\/}, . %Type = Article\bibinfo{author}{Alkhouli, T.}, \bibinfo{author}{Bretschner, G.}, \& \bibinfo{author}{Ney, H.} (\bibinfo{year}{2018}). \bibinfo{title}{On the alignment problem in multi-head attention-based neural machine translation}. In {\it \bibinfo{booktitle}{Proceedings of the Third Conference on Machine Translation: Research Papers}\/} (pp. \bibinfo{pages}{177--185}). \bibinfo{address}{Belgium, Brussels}: \bibinfo{publisher}{Association for Computational Linguistics}. \URLprefix \url{https://www.aclweb.org/anthology/W18-6318}. %Type = Inproceedings",bblbbl
s0335,stance_and_fakenews.tex,"However the users in filter bubbles had fewer friends, group likes and page likes than users who were not.\\ While \cite{filter_bubbles} and \cite{echochamber} both examine spread and isolation of information, it is important to note a key difference between them.",filter_bubbles;echochamber,1907.00181,Fake News Detection using Stance Classification: A Survey,filter_bubblesechochamber,2,2,{Are We Exposed to the Same “News” in the News Feed?}{Echo Chambers on Facebook}.,,,,"Bechmann, A. and Nielbo, K. L. (2018). {Are We Exposed to the Same “News” in the News Feed?} pages 900--1002.Quattrociocchi, W., Scala, A., and Sunstein, C. R. (2016). {Echo Chambers on Facebook}.",bblbbl
s0338,bare_jrnl.tex,"\citet{lankage1988sinhala,lankage1996sinhala}, \citet{mudiyanse2018sinhala}, \citet{karunarathne1956sinhala}, and \citet{nandasara2016bridging} place an era border at 300 CE while \citet{lankage1988sinhala,lankage1996sinhala}, \citet{mudiyanse2018sinhala}, \citet{thennakoon1957parani}, and \citet{nandasara2016bridging} place an era border at 500 CE.","lankage1988sinhala,lankage1996sinhala;mudiyanse2018sinhala;karunarathne1956sinhala;nandasara2016bridging;lankage1988sinhala,lankage1996sinhala;mudiyanse2018sinhala;thennakoon1957parani;nandasara2016bridging",1906.02358,Survey on Publicly Available Sinhala Natural Language Processing Tools and Research,lankage1988sinhalalankage1996sinhalamudiyanse2018sinhalakarunarathne1956sinhalanandasara2016bridgingthennakoon1957parani,6,6,"Sinhala warna malawe vikashanaya,Bridging the digital divide in sri lanka: some challenges and opportunities in using sinhala in ict,",,,,"J. Lankage, ``Sinhala warna malawe vikashanaya,'' Ph.D. dissertation, 1988.------, Sinhala Warna Malawe Vikashanaya.\hskip 1em plus 0.5em minus 0.4em\relax Godage, 1996.N. Mudiyanse, Sinhala Akuruwala Ithihasaya.\hskip 1em plus 0.5em minus 0.4em\relax Godage International Publishers, 2018.W. S. Karunarathne, Sinhala Shila Lekhana.\hskip 1em plus 0.5em minus 0.4em\relax S Godage \& Brothers, 1956.S. T. Nandasara and Y. Mikami, ``Bridging the digital divide in sri lanka: some challenges and opportunities in using sinhala in ict,'' International Journal on Advances in ICT for Emerging Regions (ICTer), vol. 8, no. 1, 2016.W. Thennakoon, Parani Lankawa ha Shilalipi.\hskip 1em plus 0.5em minus 0.4em\relax M D Gunasena, 1957.",bblbblbblbblbblbbl
s0340,2-benchmarks.tex,"Some benchmarks expand this task by also requiring recognition of contradiction, e.g., the fourth and fifth RTE Challenges \cite{giampiccoloFourthPASCALRecognizing2008,bentivogliFifthPASCALRecognizing2009}.","giampiccoloFourthPASCALRecognizing2008,bentivogliFifthPASCALRecognizing2009",1904.01172,"Recent Advances in Natural Language Inference: A Survey of Benchmarks, Resources, and Approaches",giampiccoloFourthPASCALRecognizing2008bentivogliFifthPASCALRecognizing2009,2,2,\BBOQ The {{Fourth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\\BBOQ The {{Fifth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\,,,,"Giampiccolo, D., Dang, H. T., Magnini, B., Dagan, I., \BBA\ Dolan, B. \BBOP2008\BBCP. \BBOQ The {{Fourth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\ In {\Bem Proceedings of the {{First Text Analysis Conference}} ({{TAC}} 2008)}, \BPG 9, Gaithersburg, MD, USA. {National Institute of Standards and Technology}.Bentivogli, L., Dagan, I., Dang, H. T., Giampiccolo, D., \BBA\ Magnini, B. \BBOP2009\BBCP. \BBOQ The {{Fifth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\ In {\Bem Proceedings of the {{Second Text Analysis Conference}} ({{TAC}} 2009)}, \BPG 15, Gaithersburg, MD, USA. {National Institute of Standards and Technology}.",bblbbl
s0343,2-benchmarks.tex,"The fourth and fifth Challenge added a new three-way decision task where systems were additionally expected to recognize contradiction relationships between texts and hypotheses \cite{giampiccoloFourthPASCALRecognizing2008,bentivogliFifthPASCALRecognizing2009}.","giampiccoloFourthPASCALRecognizing2008,bentivogliFifthPASCALRecognizing2009",1904.01172,"Recent Advances in Natural Language Inference: A Survey of Benchmarks, Resources, and Approaches",giampiccoloFourthPASCALRecognizing2008bentivogliFifthPASCALRecognizing2009,2,2,\BBOQ The {{Fourth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\\BBOQ The {{Fifth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\,,,,"Giampiccolo, D., Dang, H. T., Magnini, B., Dagan, I., \BBA\ Dolan, B. \BBOP2008\BBCP. \BBOQ The {{Fourth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\ In {\Bem Proceedings of the {{First Text Analysis Conference}} ({{TAC}} 2008)}, \BPG 9, Gaithersburg, MD, USA. {National Institute of Standards and Technology}.Bentivogli, L., Dagan, I., Dang, H. T., Giampiccolo, D., \BBA\ Magnini, B. \BBOP2009\BBCP. \BBOQ The {{Fifth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\ In {\Bem Proceedings of the {{Second Text Analysis Conference}} ({{TAC}} 2009)}, \BPG 15, Gaithersburg, MD, USA. {National Institute of Standards and Technology}.",bblbbl
s0345,2-benchmarks.tex,"In the fourth and fifth RTE Challenges, this format was extended to a three-way decision problem where the hypothesis may contradict the context \cite{giampiccoloFourthPASCALRecognizing2008,bentivogliFifthPASCALRecognizing2009}.","giampiccoloFourthPASCALRecognizing2008,bentivogliFifthPASCALRecognizing2009",1904.01172,"Recent Advances in Natural Language Inference: A Survey of Benchmarks, Resources, and Approaches",giampiccoloFourthPASCALRecognizing2008bentivogliFifthPASCALRecognizing2009,2,2,\BBOQ The {{Fourth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\\BBOQ The {{Fifth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\,,,,"Giampiccolo, D., Dang, H. T., Magnini, B., Dagan, I., \BBA\ Dolan, B. \BBOP2008\BBCP. \BBOQ The {{Fourth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\ In {\Bem Proceedings of the {{First Text Analysis Conference}} ({{TAC}} 2008)}, \BPG 9, Gaithersburg, MD, USA. {National Institute of Standards and Technology}.Bentivogli, L., Dagan, I., Dang, H. T., Giampiccolo, D., \BBA\ Magnini, B. \BBOP2009\BBCP. \BBOQ The {{Fifth PASCAL Recognizing Textual Entailment Challenge}}\BBCQ\ In {\Bem Proceedings of the {{Second Text Analysis Conference}} ({{TAC}} 2009)}, \BPG 15, Gaithersburg, MD, USA. {National Institute of Standards and Technology}.",bblbbl
s0346,2-benchmarks.tex,"For example, on the entailment task in SemEval 2014 \cite{marelliSemEval2014TaskEvaluation2014} as part of the SICK benchmark \cite{marelliSICKCureEvaluation2014}, \citeA{laiIllinoisLHDenotationalDistributional2014} found that the presence of negation in an example was associated with the appearance of the contradiction class label.",marelliSemEval2014TaskEvaluation2014;marelliSICKCureEvaluation2014;laiIllinoisLHDenotationalDistributional2014,1904.01172,"Recent Advances in Natural Language Inference: A Survey of Benchmarks, Resources, and Approaches",marelliSemEval2014TaskEvaluation2014marelliSICKCureEvaluation2014laiIllinoisLHDenotationalDistributional2014,3,3,\BBOQ {{SemEval}}-2014 {{Task}} 1: {{Evaluation}} of {{Compositional Distributional Semantic Models}} on {{Full Sentences}} through {{Semantic Relatedness}} and {{Textual Entailment}}\BBCQ\\BBOQ A {{SICK}} cure for the evaluation of compositional distributional semantic models\BBCQ\\BBOQ Illinois-{{LH}}: {{A Denotational}} and {{Distributional Approach}} to {{Semantics}}\BBCQ\,,,,"Marelli, M., Bentivogli, L., Baroni, M., Bernardi, R., Menini, S., \BBA\ Zamparelli, R. \BBOP2014b\BBCP. \BBOQ {{SemEval}}-2014 {{Task}} 1: {{Evaluation}} of {{Compositional Distributional Semantic Models}} on {{Full Sentences}} through {{Semantic Relatedness}} and {{Textual Entailment}}\BBCQ\ In {\Bem Proceedings of the 8th {{International Workshop}} on {{Semantic Evaluation}} ({{SemEval}}-2014)}, Dublin, Ireland. {Association for Computational Linguistics}.Marelli, M., Menini, S., Baroni, M., Bentivogli, L., Bernardi, R., \BBA\ Zamparelli, R. \BBOP2014a\BBCP. \BBOQ A {{SICK}} cure for the evaluation of compositional distributional semantic models\BBCQ\ In {\Bem Proceedings of the {{Ninth International Conference}} on {{Language Resources}} and {{Evaluation}} ({{LREC}}-2014)}, Reykjavik, Iceland. {European Language Resources Association (ELRA)}.Lai, A.\BBACOMMA\ \BBA\ Hockenmaier, J. \BBOP2014\BBCP. \BBOQ Illinois-{{LH}}: {{A Denotational}} and {{Distributional Approach}} to {{Semantics}}\BBCQ\ In {\Bem Proceedings of the 8th {{International Workshop}} on {{Semantic Evaluation}} ({{SemEval}}-2014)}, \BPGS\ 329--334, Dublin, Ireland. {Association for Computational Linguistics and Dublin City University}.",bblbblbbl
