sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s1606,main.tex,"Time-series data, on the other hand, presents a record of data points indexed in time order, which might be used to present disease progression over time as seen in longitudinal data~\cite{herrett2015data} or even short-term records as seen in vital signs~\cite{sornmo2006electrocardiogram}.",herrett2015data;sornmo2006electrocardiogram,2203.07018,"A review of Generative Adversarial Networks for Electronic Health Records: applications, evaluation measures and data sources",herrett2015datasornmo2006electrocardiogram,2,2,Data resource profile: clinical practice research datalink (CPRD)Electrocardiogram (ECG) signal processing,"Herrett, Emily and Gallagher, Arlene M and Bhaskaran, Krishnan and Forbes, Harriet and Mathur, Rohini and Van Staa, Tjeerd and Smeeth, LiamS{\""o}rnmo, Leif and Laguna, Pablo",20152006,,"herrett2015data, title={Data resource profile: clinical practice research datalink (CPRD)}, author={Herrett, Emily and Gallagher, Arlene M and Bhaskaran, Krishnan and Forbes, Harriet and Mathur, Rohini and Van Staa, Tjeerd and Smeeth, Liam}, journal={International Journal of Epidemiology}, volume={44}, number={3}, pages={827--836}, year={2015}, publisher={Oxford University Press}sornmo2006electrocardiogram, title={Electrocardiogram (ECG) signal processing}, author={S{\""o}rnmo, Leif and Laguna, Pablo}, journal={Wiley Encyclopedia of Biomedical Engineering}, year={2006}, publisher={John Wiley \& Sons, Inc. Hoboken, NJ, USA}",bibbib
s1608,main.tex,"On the other hand, the MIT-BIH Noise Stress Test database \cite{moody1984noise} was used in 4 papers \cite{li2023descod,xu2021ecg,mahalanabis2022generative,wang2022ecg}.","moody1984noise;li2023descod,xu2021ecg,mahalanabis2022generative,wang2022ecg",2307.06162,Deep Generative Models for Physiological Signals: A Systematic Literature Review,moody1984noiseli2023descodxu2021ecgmahalanabis2022generativewang2022ecg,5,5,\path{doi:10.1109/JBHI.2023.3237712\path{doi:https://doi.org/10.1155/2021/5527904\path{doi:10.1109/JBHI.2022.3169325,,,,"G. B. Moody, W. Muldrow, R. G. Mark, A noise stress test for arrhythmia detectors, Computers in cardiology 11 (3) (1984) 381--384.H. Li, G. Ditzler, J. Roveda, A. Li, {DeScoD-ECG: Deep Score-Based Diffusion Model for ECG Baseline Wander and Noise Removal}, IEEE Journal of Biomedical and Health Informatics (2023). \path{doi:10.1109/JBHI.2023.3237712}.B. Xu, R. Liu, M. Shu, X. Shang, Y. Wang, {An ECG denoising method based on the generative adversarial residual network}, Computational and Mathematical Methods in Medicine 2021 (2021) 1--23. \path{doi:https://doi.org/10.1155/2021/5527904}.A. Mahalanabis, {Generative Adversarial Networks for ECG generation, translation, imputation and denoising}, Master's thesis, University of Waterloo (2022).X. Wang, B. Chen, M. Zeng, Y. Wang, H. Liu, R. Liu, L. Tian, X. Lu, {An ECG Signal Denoising Method Using Conditional Generative Adversarial Net}, IEEE Journal of Biomedical and Health Informatics 26 (7) (2022) 2929--2940. \path{doi:10.1109/JBHI.2022.3169325}.",bblbblbblbblbbl
s1611,results.tex,"On the other hand, ideological motives were more frequent among BCS developers (37\%) than among the OSS developers~\cite{hars2001working,lakhani2003hackers}.","hars2001working,lakhani2003hackers",1811.04169,"Understanding the Motivations, Challenges and Needs of Blockchain Software Developers: A Survey",hars2001workinglakhani2003hackers,2,2,"In: System Sciences, 2001. Proceedings of the 34th Annual Hawaii International Conference on, pp. 9--pp. IEEE (2001)MIT Sloan Working Paper \textbf{4425-03} (September 2003)",,,,"Hars, A., Ou, S.: Working for free? motivations of participating in open source projects. In: System Sciences, 2001. Proceedings of the 34th Annual Hawaii International Conference on, pp. 9--pp. IEEE (2001)Lakhani, K.R., Wolf, R.G.: Why hackers do what they do: Understanding motivation and effort in free/open source software projects. MIT Sloan Working Paper \textbf{4425-03} (September 2003)",bblbbl
s1619,main.tex,"On the other hand, other approaches~\cite{russell2019efficient,ley2022diverse} generate explanations iteratively, possibly using the explanations obtained in the previous steps to generate the new one.","russell2019efficient,ley2022diverse",2305.05840,Achieving Diversity in Counterfactual Explanations: a Review and Discussion,russell2019efficientley2022diverse,2,2,"Efficient search for diverse coherent explanationsDiverse, global and amortised counterfactual explanations for uncertainty estimates","Russell, ChrisLey, Dan and Bhatt, Umang and Weller, Adrian",20192022,,"russell2019efficient, title={Efficient search for diverse coherent explanations}, author={Russell, Chris}, booktitle={Proceedings of the Conference on Fairness, Accountability, and Transparency}, pages={20--28}, year={2019}ley2022diverse, title={Diverse, global and amortised counterfactual explanations for uncertainty estimates}, author={Ley, Dan and Bhatt, Umang and Weller, Adrian}, booktitle={Proceedings of the AAAI Conference on Artificial Intelligence}, volume={36}, number={7}, pages={7390--7398}, year={2022}",bibbib
s1621,double.tex,"On the other hand, several works exploit the inverted index on the patch-based CNN features \cite{liu2015deepindex,li2016exploiting,mohedano2016bags}.","liu2015deepindex,li2016exploiting,mohedano2016bags",1608.01807,SIFT Meets CNN: A Decade Survey of Instance Retrieval,liu2015deepindexli2016exploitingmohedano2016bags,3,3,"Deepindex for accurate and efficient image retrieval,Exploiting hierarchical activations of neural network for image retrieval,Bags of local convolutional features for scalable instance search,",,,,"Y. Liu, Y. Guo, S. Wu, and M. S. Lew, ``Deepindex for accurate and efficient image retrieval,'' in ICMR, 2015.Y. Li, X. Kong, L. Zheng, and Q. Tian, ``Exploiting hierarchical activations of neural network for image retrieval,'' in ACM MM, 2016.E. Mohedano, K. McGuinness, N. E. O'Connor, A. Salvador, F. Marqu{\'e}s, and X. Gir{\'o}-i Nieto, ``Bags of local convolutional features for scalable instance search,'' in ACM MM, 2016.",bblbblbbl
s1624,samplepaper.tex,"On the other hand, Attention-based Seq2Seq models, initially conceptualized for machine translation, have been extensively repurposed and optimized for QA tasks \cite{bahdanau2014neural}\cite{nie2017attention}\cite{afrae2020question}\cite{liu2019visual}.",bahdanau2014neural;nie2017attention;afrae2020question;liu2019visual,2312.05589,A Review of Hybrid and Ensemble in Deep Learning for Natural Language Processing,bahdanau2014neuralnie2017attentionafrae2020questionliu2019visual,4,4,Neural machine translation by jointly learning to align and translate.Attention-based encoder-decoder model for answer selection in question answering.A question answering system with a sequence to sequence grammatical correction.Visual question answering via attention-based syntactic structure tree-lstm.,,,,"D. Bahdanau, K. Cho, and Y. Bengio. Neural machine translation by jointly learning to align and translate. {\em arXiv preprint arXiv:1409.0473}, 2014.Y. P. Nie, Y. Han, J. M. Huang, B. Jiao, and A. P. Li. Attention-based encoder-decoder model for answer selection in question answering. {\em Frontiers of Information Technology \& Electronic Engineering}, 18(4):535--544, 2017.B. Afrae, B. A. Mohamed, and A. A. Boudhir. A question answering system with a sequence to sequence grammatical correction. In {\em Proceedings of the 3rd International Conference on Networking, Information Systems \& Security}, pages 1--6, 2020.Y. Liu, X. Zhang, F. Huang, X. Tang, and Z. Li. Visual question answering via attention-based syntactic structure tree-lstm. {\em Applied Soft Computing}, 82:105584, 2019.",bblbblbblbbl
s1627,main.tex,"\subsubsection{Artificially generated environments} In contrast to the previously mentioned datasets and frameworks, completely artificial environments are built from scratch by a human designer/programmer \cite{deitke_robothor_2020} \cite{straub_replica_2019}.",deitke_robothor_2020;straub_replica_2019,2106.11650,A Survey on Human-aware Robot Navigation,deitke_robothor_2020straub_replica_2019,2,2,\path{arXiv:1906.05797,,,,"M. Deitke, W. Han, A. Herrasti, A. Kembhavi, E. Kolve, R. Mottaghi, J. Salvador, D. Schwenk, E. VanderBilt, M. Wallingford, L. Weihs, M. Yatskar, A. Farhadi, {RoboTHOR}: {An} {Open} {Simulation}-to-{Real} {Embodied} {AI} {Platform}, 2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) (2020) 3161--3171.J. Straub, T. Whelan, L. Ma, Y. Chen, E. Wijmans, S. Green, J. J. Engel, R. Mur-Artal, C. Ren, S. Verma, A. Clarkson, M. Yan, B. Budge, Y. Yan, X. Pan, J. Yon, Y. Zou, K. Leon, N. Carter, J. Briales, T. Gillingham, E. Mueggler, L. Pesqueira, M. Savva, D. Batra, H. M. Strasdat, R. D. Nardi, M. Goesele, S. Lovegrove, R. Newcombe, The {Replica} {Dataset}: {A} {Digital} {Replica} of {Indoor} {Spaces}, 2019. \path{arXiv:1906.05797}.",bblbbl
s1628,main.tex,"\\ This way of looking at intelligence runs counter to many paradigms in Machine Learning and Artificial Intelligence, that define intelligence by measurable benchmarks: winning a game of chess (and recently, a game of go \cite{silver_mastering_2017}) against human players, classifying images \cite{krizhevsky_imagenet_2012}, navigating efficiently \cite{savva_habitat_2019} or answering factual questions \cite{das_embodied_2017}.",silver_mastering_2017;krizhevsky_imagenet_2012;savva_habitat_2019;das_embodied_2017,2106.11650,A Survey on Human-aware Robot Navigation,silver_mastering_2017krizhevsky_imagenet_2012savva_habitat_2019das_embodied_2017,4,4,\path{doi:10.1038/nature24270\path{doi:10.1145/3065386\path{doi:10.1109/ICCV.2019.00943,,,,"D. Silver, J. Schrittwieser, K. Simonyan, I. Antonoglou, A. Huang, A. Guez, T. Hubert, L. Baker, M. Lai, A. Bolton, Y. Chen, T. Lillicrap, F. Hui, L. Sifre, G. Driessche, T. Graepel, D. Hassabis, Mastering the game of {Go} without human knowledge, Nature 550 (2017) 354--359. \path{doi:10.1038/nature24270}.A. Krizhevsky, I. Sutskever, G. Hinton, {ImageNet} {Classification} with {Deep} {Convolutional} {Neural} {Networks}, Neural Information Processing Systems 25 (2012). \path{doi:10.1145/3065386}.M. Savva, A. Kadian, O. Maksymets, Y. Zhao, E. Wijmans, B. Jain, J. Straub, J. Liu, V. Koltun, J. Malik, D. Parikh, D. Batra, Habitat: {A} {Platform} for {Embodied} {AI} {Research}, 2019, pp. 9338--9346. \path{doi:10.1109/ICCV.2019.00943}.A. Das, S. Datta, G. Gkioxari, S. Lee, D. Parikh, D. Batra, Embodied {Question} {Answering}, in: Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018.",bblbblbblbbl
s1634,main.tex,"Based on this view,~\citet{43405} argued that adversarial examples exist in the ``contiguous regions of the 1-D subspace defined by the fast gradient sign method'' which was contrary to the belief that adversarial examples lie in the low probability regions in the data manifold~\citep{42503}.",43405;42503,1911.05268,Adversarial Examples in Modern Machine Learning: A Review,4340542503,2,2,"Explaining and harnessing adversarial examples,Intriguing properties of neural networks,",,,,"\BIBentryALTinterwordspacing I. Goodfellow, J. Shlens, and C. Szegedy, ``Explaining and harnessing adversarial examples,'' in International Conference on Learning Representations, 2015. [Online]. Available: \url{http://arxiv.org/abs/1412.6572} \BIBentrySTDinterwordspacing\BIBentryALTinterwordspacing C. Szegedy, W. Zaremba, I. Sutskever, J. Bruna, D. Erhan, I. Goodfellow, and R. Fergus, ``Intriguing properties of neural networks,'' in International Conference on Learning Representations, 2014. [Online]. Available: \url{http://arxiv.org/abs/1312.6199} \BIBentrySTDinterwordspacing",bblbbl
s1636,5_reliable_output.tex,"Other measurements include Expected Calibration Error (ECE)~\cite{guo2017calibration}, Uncertainty Calibration Error (UCE)~\cite{laves2019well}, reliability diagrams~\cite{hartmann2002confidence}, and Bayesian active learning by disagreement (BALD)~\cite{houlsby2011bayesian}.",guo2017calibration;laves2019well;hartmann2002confidence;houlsby2011bayesian,2402.05355,A Survey on Safe Multi-Modal Learning System,guo2017calibrationlaves2019wellhartmann2002confidencehoulsby2011bayesian,4,4,On calibration of modern neural networksWell-calibrated model uncertainty with temperature scaling for dropout variational inferenceConfidence builders: Evaluating seasonal climate forecasts from user perspectivesBayesian active learning for classification and preference learning,"Guo, Chuan and Pleiss, Geoff and Sun, Yu and Weinberger, Kilian QLaves, Max-Heinrich and Ihler, Sontje and Kortmann, Karl-Philipp and Ortmaier, TobiasHartmann, Holly C and Pagano, Thomas C and Sorooshian, Soroosh and Bales, RogerHoulsby, Neil and Husz{\'a}r, Ferenc and Ghahramani, Zoubin and Lengyel, M{\'a}t{\'e}",2017201920022011,,"guo2017calibration, title={On calibration of modern neural networks}, author={Guo, Chuan and Pleiss, Geoff and Sun, Yu and Weinberger, Kilian Q}, booktitle={International conference on machine learning}, pages={1321--1330}, year={2017}, organization={PMLR}laves2019well, title={Well-calibrated model uncertainty with temperature scaling for dropout variational inference}, author={Laves, Max-Heinrich and Ihler, Sontje and Kortmann, Karl-Philipp and Ortmaier, Tobias}, journal={arXiv preprint arXiv:1909.13550}, year={2019}hartmann2002confidence, title={Confidence builders: Evaluating seasonal climate forecasts from user perspectives}, author={Hartmann, Holly C and Pagano, Thomas C and Sorooshian, Soroosh and Bales, Roger}, journal={Bulletin of the American Meteorological Society}, volume={83}, number={5}, pages={683--698}, year={2002}, publisher={American Meteorological Society}houlsby2011bayesian, title={Bayesian active learning for classification and preference learning}, author={Houlsby, Neil and Husz{\'a}r, Ferenc and Ghahramani, Zoubin and Lengyel, M{\'a}t{\'e}}, journal={arXiv preprint arXiv:1112.5745}, year={2011}",bibbibbibbib
s1639,bare_jrnl_compsoc.tex,"However, \citet{carlini2022no} argued that there exist flaws in both experimental and theoretical evidence in \citep{dong2022privacy}: (1) membership inference baseline should include all training examples, while only $1\%$ of training points are used to match the synthetic sample size, which thus contributes to the high attack accuracy of baseline; and (2) the privacy analysis is based on an assumption stating that the output of learning algorithms follows a exponential distribution in terms of",carlini2022no;dong2022privacy,2301.05603,A Comprehensive Survey of Dataset Distillation,carlini2022nodong2022privacy,2,2,"No free lunch in"" privacy for free: How does dataset condensation help privacy"",Privacy for free: How does dataset condensation help privacy?",,,,"N. Carlini, V. Feldman, and M. Nasr, ``No free lunch in"" privacy for free: How does dataset condensation help privacy"",'' arXiv preprint arXiv:2209.14987, 2022.T. Dong, B. Zhao, and L. Liu, ``Privacy for free: How does dataset condensation help privacy?'' in Proceedings of the International Conference on Machine Learning (ICML), 2022, pp. 5378--5396.",bblbbl
s1646,main_latest.tex,"On the other hand, DiffBIR \citep{lin2023diffbir} and PASD \citep{yang2023pixel-PASD} introduce conditions by training a UNet encoder using zero convolutions, which bears similarities to ControlNet \citep{zhang2023adding-ControlNet}.",lin2023diffbir;yang2023pixel-PASD;zhang2023adding-ControlNet,2308.09388,Diffusion Models for Image Restoration and Enhancement: A Comprehensive Survey,lin2023diffbiryang2023pixel-PASDzhang2023adding-ControlNet,3,3,Diffbir: Towards blind image restoration with generative diffusion prior.Pixel-aware stable diffusion for realistic image super-resolution and personalized stylization.Adding conditional control to text-to-image diffusion models.,,,,"Xinqi Lin, Jingwen He, Ziyan Chen, Zhaoyang Lyu, Ben Fei, Bo Dai, Wanli Ouyang, Yu Qiao, and Chao Dong. Diffbir: Towards blind image restoration with generative diffusion prior. {\em ECCV}, 2024.Tao Yang, Peiran Ren, Xuansong Xie, and Lei Zhang. Pixel-aware stable diffusion for realistic image super-resolution and personalized stylization. {\em ECCV}, 2024.Lvmin Zhang and Maneesh Agrawala. Adding conditional control to text-to-image diffusion models. {\em arXiv:2302.05543}, 2023.",bblbblbbl
s1651,main.tex,"In contrast to most DA surveys~\cite{CsurkaX20DeepVisualDomainAdaptation,WangNC18DeepVisualDASurvey,wilson20surveyUDADeep}, which address generic approaches by mainly covering image classification and only briefly focusing on few adaptation methods for semantic segmentation, %--- covering mostly image classification and retrieval tasks.","CsurkaX20DeepVisualDomainAdaptation,WangNC18DeepVisualDASurvey,wilson20surveyUDADeep",2112.03241,Unsupervised Domain Adaptation for Semantic Image Segmentation: a Comprehensive Survey,CsurkaX20DeepVisualDomainAdaptationWangNC18DeepVisualDASurveywilson20surveyUDADeep,3,3,{Deep Visual Domain Adaptation}.{Deep Visual Domain Adaptation: A Survey}.A survey of unsupervised deep domain adaptation.,,,,"Gabriela Csurka. {Deep Visual Domain Adaptation}. arXiv:2012.14176, 2020.Mei Wang and Weihong Deng. {Deep Visual Domain Adaptation: A Survey}. {\em {Neurocomputing}}, 312:135--153, 2018.Garrett Wilson and Diane J. Cook. A survey of unsupervised deep domain adaptation. {\em {ACM} Trans. Intell. Syst. Technol.}, 11(5):51:1--51:46, 2020.",bblbblbbl
s1658,4-roadmap.tex,"In contrast to multimodal fusion in other fields~\cite{MultimodalLearning}, existing integration methods in VAD appear relatively simplistic, like feature concatenation~\cite{m3dm,BTF}.","MultimodalLearning;m3dm,BTF",2401.16402,"A Survey on Visual Anomaly Detection: Challenge, Approach, and Prospect",MultimodalLearningm3dmBTF,3,3,Multimodal learning with transformers: A survey.Multimodal industrial anomaly detection via hybrid fusion.Back to the feature: Classical 3d features are (almost) all you need for 3d anomaly detection.,,,,"Peng Xu, Xiatian Zhu, and David A. Clifton. Multimodal learning with transformers: A survey. {\em IEEE Transactions on Pattern Analysis and Machine Intelligence}, 2023.Yue Wang, Jinlong Peng, Jiangning Zhang, Ran Yi, Yabiao Wang, and Chengjie Wang. Multimodal industrial anomaly detection via hybrid fusion. In {\em CVPR}, 2023.Eliahu Horwitz and Yedid Hoshen. Back to the feature: Classical 3d features are (almost) all you need for 3d anomaly detection. In {\em CVPR}, 2023.",bblbblbbl
s1660,6-backup.tex,"In contrast to multi-modal integration in other fields~\cite{MultimodalLearning}, existing integration methods in VAD appear relatively simplistic, often focusing on either feature concatenation~\cite{m3dm} or feature regression~\cite{CFM}.",MultimodalLearning;m3dm;CFM,2401.16402,"A Survey on Visual Anomaly Detection: Challenge, Approach, and Prospect",MultimodalLearningm3dmCFM,3,3,Multimodal learning with transformers: A survey.Multimodal industrial anomaly detection via hybrid fusion.Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping,"Costanzino, Alex and Ramirez, Pierluigi Zama and Lisanti, Giuseppe and Di Stefano, Luigi",2023,,"Peng Xu, Xiatian Zhu, and David A. Clifton. Multimodal learning with transformers: A survey. {\em IEEE Transactions on Pattern Analysis and Machine Intelligence}, 2023.Yue Wang, Jinlong Peng, Jiangning Zhang, Ran Yi, Yabiao Wang, and Chengjie Wang. Multimodal industrial anomaly detection via hybrid fusion. In {\em CVPR}, 2023.CFM, author = {Costanzino, Alex and Ramirez, Pierluigi Zama and Lisanti, Giuseppe and Di Stefano, Luigi}, journal = {arXiv preprint arXiv:2312.04521}, title = {Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping}, year = {2023}",bblbblbib
s1661,6-backup.tex,"Reconstruction-~\cite{DFR2020} and knowledge distillation-based~\cite{bergmann2020uninformed}~\cite{RD4AD} methods, on the other hand, employ a similar approach, thus regressing extracted features with another trainable network, named autoencoders or student networks in the two schemes, respectively.",DFR2020;bergmann2020uninformed;RD4AD,2401.16402,"A Survey on Visual Anomaly Detection: Challenge, Approach, and Prospect",DFR2020bergmann2020uninformedRD4AD,3,3,Unsupervised anomaly segmentation via deep feature reconstruction.Uninformed students: Student-teacher anomaly detection with discriminative latent embeddingsAnomaly detection via reverse distillation from one-class embedding.,"Bergmann, Paul and Fauser, Michael and Sattlegger, David and Steger, Carsten",2020,,"Yong Shi, Jie Yang, and Zhiquan Qi. Unsupervised anomaly segmentation via deep feature reconstruction. {\em Neurocomputing}, 2020.bergmann2020uninformed, author = {Bergmann, Paul and Fauser, Michael and Sattlegger, David and Steger, Carsten}, journal = {Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition}, title = {Uninformed students: Student-teacher anomaly detection with discriminative latent embeddings}, year = {2020}Hanqiu Deng and Xingyu Li. Anomaly detection via reverse distillation from one-class embedding. In {\em CVPR}, 2022.",bblbibbbl
s1668,mir-article.tex,"On the other hand, we can solve the problem from the perspective of data and investigate what kind of data is most valuable for industrial image anomaly detection.} Few-Shot Anomaly Detection (FSAD)~\cite{wu2021learning,kamoona2021anomaly} is still in its infancy.","wu2021learning,kamoona2021anomaly",2301.11514,Deep Industrial Image Anomaly Detection: A Survey,wu2021learningkamoona2021anomaly,2,2,Proceedings of the IEEE/CVF International Conference on Computer Vision pp. 4369--4378 (2021)arXiv preprint arXiv:2108.12159 (2021),,,,"J.C. Wu, D.J. Chen, C.S. Fuh, T.L. Liu, Learning unsupervised metaformer for anomaly detection. Proceedings of the IEEE/CVF International Conference on Computer Vision pp. 4369--4378 (2021)A.M. Kamoona, A.K. Gostar, A. Bab-Hadiashar, R. Hoseinnezhad, Anomaly detection of defect using energy of point pattern features within random finite set framework. arXiv preprint arXiv:2108.12159 (2021)",bblbbl
s1673,main.tex,"On the other hand, an obvious approach to add a rejection option to a multi-class classifier is to incorporate a thresholded probability model, in which a decision threshold is added into a posterior probability estimator, $P(L\mid X)$ \cite{kwok1999moderating, huang2006generalized}.","kwok1999moderating, huang2006generalized",2109.00893,A Survey on Open Set Recognition,kwok1999moderatinghuang2006generalized,2,2,Moderating the outputs of support vector machine classifiers.Generalized bradley-terry models and multi-class probability estimates.,,,,"JT-Y Kwok. Moderating the outputs of support vector machine classifiers. In {\em IJCNN'99. International Joint Conference on Neural Networks. Proceedings (Cat. No. 99CH36339)}, volume 2, pages 943--948. IEEE, 1999.Tzu-Kuo Huang, Ruby C Weng, and Chih-Jen Lin. Generalized bradley-terry models and multi-class probability estimates. {\em Journal of Machine Learning Research}, 7(Jan):85--115, 2006.",bblbbl
s1682,version3.tex,"However, \cite{defenses-distillation-failure-2} showed that distillation fails to mitigate attacks proposed in \cite{defenses-distillation-failure}.",defenses-distillation-failure-2;defenses-distillation-failure,2107.01614,Survey: Leakage and Privacy at Inference Time,defenses-distillation-failure-2defenses-distillation-failure,2,2,"Towards evaluating the robustness of neural networks,Intriguing properties of neural networks,",,,,"N. Carlini and D. Wagner, ``Towards evaluating the robustness of neural networks,'' in {IEEE SSP}, 2017.C. Szegedy, W. Zaremba, I. Sutskever, J. Bruna, D. Erhan, I. Goodfellow, and R. Fergus, ``Intriguing properties of neural networks,'' ArXiv, 2013.",bblbbl
s1684,models.tex,"On the other hand, Boosting models try to improve the accuracy from prior learner to new learner by analyzing the error of the prior learners, for example, Ada Boost \cite{adaboost}, Gradient Boost \cite{gradient-boost}, XGBoost \cite{xgboost}.",adaboost;gradient-boost;xgboost,2302.11777,Embeddings for Tabular Data: A Survey,adaboostgradient-boostxgboost,3,3,A decision-theoretic generalization of on-line learning and an application to boosting.Greedy function approximation: {A} gradient boosting machine.{XGB}oost: {A} {S}calable {T}ree {B}oosting {S}ystem.,,,,"Yoav Freund and Robert E Schapire. A decision-theoretic generalization of on-line learning and an application to boosting. Journal of Computer and System Sciences, 1997.Jerome H Friedman. Greedy function approximation: {A} gradient boosting machine. Annals of statistics, 2001.Tianqi Chen and Carlos Guestrin. {XGB}oost: {A} {S}calable {T}ree {B}oosting {S}ystem. CoRR, 2016.",bblbblbbl
s1686,models.tex,"Apart from this, the way input is being encoded, such as \cite{on_emb_for_NF} uses particular numerical encoding for numerical features, while \cite{table2vec} uses simple word2vec \cite{Word2vec} encoding, also falls under the input level.",on_emb_for_NF;table2vec;Word2vec,2302.11777,Embeddings for Tabular Data: A Survey,on_emb_for_NFtable2vecWord2vec,3,3,On {E}mbeddings for {N}umerical {F}eatures in {T}abular {D}eep {L}earning.Table2vec.Efficient {E}stimation of {W}ord {R}epresentations in {V}ector {S}pace.,,,,"Yury Gorishniy, Ivan Rubachev, and Artem Babenko. On {E}mbeddings for {N}umerical {F}eatures in {T}abular {D}eep {L}earning. ArXiv, 2022.Li Zhang, Shuo Zhang, and Krisztian Balog. Table2vec. In Proceedings of the 42nd International {ACM {SIGIR} Conference on Research and Development in Information Retrieval}, 2019.T. Mikolov, K. Chen, G. Corrado, and J. Dean. Efficient {E}stimation of {W}ord {R}epresentations in {V}ector {S}pace. In NeurIPS, 2013.",bblbblbbl
s1691,main.tex,"On the other hand, even if the model is fair, the fairness problem can arise when users have insufficient trust in the model~\cite{Dodge2019ExplainingMA}, leading to the possibility that patients may avoid seeking treatment from clinicians or systems that use the model or deliberately omit information~\cite{Rajkomar2018EnsuringFI}.",Dodge2019ExplainingMA;Rajkomar2018EnsuringFI,2206.14397,Fair Machine Learning in Healthcare: A Review,Dodge2019ExplainingMARajkomar2018EnsuringFI,2,2,Explaining models: an empirical study of how explanations impact fairness judgment.Ensuring fairness in machine learning to advance health equity.,,,,"J. Dodge, Q. V. Liao, Y. Zhang, R. K. E. Bellamy, and C. Dugan. Explaining models: an empirical study of how explanations impact fairness judgment. {\em Proceedings of the 24th International Conference on Intelligent User Interfaces}, 2019.A. Rajkomar, M. Hardt, M. D. Howell, G. Corrado, and M. H. Chin. Ensuring fairness in machine learning to advance health equity. {\em Annals of Internal Medicine}, 169:866--872, 2018.",bblbbl
s1692,main.tex,"Conversely, mistrust in fair models can also undermine their utility, prompting patients to eschew treatments or withhold information~\cite{Dodge2019ExplainingMA,Rajkomar2018EnsuringFI}.","Dodge2019ExplainingMA,Rajkomar2018EnsuringFI",2206.14397,Fair Machine Learning in Healthcare: A Review,Dodge2019ExplainingMARajkomar2018EnsuringFI,2,2,Explaining models: an empirical study of how explanations impact fairness judgment.Ensuring fairness in machine learning to advance health equity.,,,,"J. Dodge, Q. V. Liao, Y. Zhang, R. K. E. Bellamy, and C. Dugan. Explaining models: an empirical study of how explanations impact fairness judgment. {\em Proceedings of the 24th International Conference on Intelligent User Interfaces}, 2019.A. Rajkomar, M. Hardt, M. D. Howell, G. Corrado, and M. H. Chin. Ensuring fairness in machine learning to advance health equity. {\em Annals of Internal Medicine}, 169:866--872, 2018.",bblbbl
s1694,Transformer.tex,"In contrast to the strengths of Transformer-based architectures in neural speech synthesis, large language models based on Transformers such as BERT \cite{devlin2018bert}, GPT \cite{radford2018improving}, XLNet \cite{yang2019xlnet}, and T5 \cite{raffel2020exploring} have limitations when it comes to speech processing.",devlin2018bert;radford2018improving;yang2019xlnet;raffel2020exploring,2305.00359,A Review of Deep Learning Techniques for Speech Processing,devlin2018bertradford2018improvingyang2019xlnetraffel2020exploring,4,4,Bert: Pre-training of deep bidirectional transformers for language understandingImproving language understanding by generative pre-trainingXlnet: Generalized autoregressive pretraining for language understandingExploring the limits of transfer learning with a unified text-to-text transformer,"Devlin, Jacob and Chang, Ming-Wei and Lee, Kenton and Toutanova, KristinaRadford, Alec and Narasimhan, Karthik and Salimans, Tim and Sutskever, Ilya and othersYang, Zhilin and Dai, Zihang and Yang, Yiming and Carbonell, Jaime and Salakhutdinov, Russ R and Le, Quoc VRaffel, Colin and Shazeer, Noam and Roberts, Adam and Lee, Katherine and Narang, Sharan and Matena, Michael and Zhou, Yanqi and Li, Wei and Liu, Peter J",2018201820192020,,"devlin2018bert, title={Bert: Pre-training of deep bidirectional transformers for language understanding}, author={Devlin, Jacob and Chang, Ming-Wei and Lee, Kenton and Toutanova, Kristina}, journal={arXiv preprint arXiv:1810.04805}, year={2018}radford2018improving, title={Improving language understanding by generative pre-training}, author={Radford, Alec and Narasimhan, Karthik and Salimans, Tim and Sutskever, Ilya and others}, year={2018}, publisher={OpenAI}yang2019xlnet, title={Xlnet: Generalized autoregressive pretraining for language understanding}, author={Yang, Zhilin and Dai, Zihang and Yang, Yiming and Carbonell, Jaime and Salakhutdinov, Russ R and Le, Quoc V}, journal={Advances in neural information processing systems}, volume={32}, year={2019}raffel2020exploring, title={Exploring the limits of transfer learning with a unified text-to-text transformer}, author={Raffel, Colin and Shazeer, Noam and Roberts, Adam and Lee, Katherine and Narang, Sharan and Matena, Michael and Zhou, Yanqi and Li, Wei and Liu, Peter J}, journal={The Journal of Machine Learning Research}, volume={21}, number={1}, pages={5485--5551}, year={2020}, publisher={JMLRORG}",bibbibbibbib
