file,sentence,cited_keys,survey_arxiv_id,survey_title
ijcai25.tex,"Ensuring LLMs reason deductively without contradicting themselves is referred to as self-consistency sometimes~\cite{mitchell-etal-2022-enhancing,tafjord-etal-2022-entailer}.","mitchell-etal-2022-enhancing,tafjord-etal-2022-entailer",2502.15652,Empowering LLMs with Logical Reasoning: A Comprehensive Survey
ijcai25.tex,"This prevents LLMs from contradicting themselves in multiple outputs and is consistent with external knowledge~\cite{daniel2025check,ghosh2025logical}, improving the reliability and trustworthiness especially in high-stakes real-world deployment so as to strengthening end-users' experience and confidence.","daniel2025check,ghosh2025logical",2502.15652,Empowering LLMs with Logical Reasoning: A Comprehensive Survey
ijcai25.tex,"Empirically, recent studies found that LLMs are prone to producing responses that contradict themselves across different questions~\cite{kassner-etal-2023-language,ghosh2025logical}.","kassner-etal-2023-language,ghosh2025logical",2502.15652,Empowering LLMs with Logical Reasoning: A Comprehensive Survey
ijcai25.tex,"To infer a correct output to a question even from the unreliable generations of LLMs, Maieutic Prompting~\cite{jung-etal-2022-maieutic} offers a novel few-shot inference method that infers a correct answer by inducing the LLMs to generate abductive explanations (e.g., X is true, because ...) for diverse hypotheses and enumerating a structure of explanations — possibly noisy and contradictory — and resolving them with a symbolic inference algorithm.",jung-etal-2022-maieutic,2502.15652,Empowering LLMs with Logical Reasoning: A Comprehensive Survey
04_how.tex,"In contrast to previous studies, \citet{dong-etal-2024-generalization} introduced CDD to identify contamination by analyzing the peakedness of output distributions.",dong-etal-2024-generalization,2502.14425,A Survey on Data Contamination for Large Language Models
main.tex,"While \citet{huang2023towards} discussed an overview of LLM reasoning and \citet{qiao2023reasoning} focused on prompting strategies for general reasoning, \citet{guan2024search} proposed verifier engineering.",huang2023towards;qiao2023reasoning;guan2024search,2502.14333,A Survey on Feedback-based Multi-step Reasoning for Large Language Models on Mathematics
main.tex,"In contrast to classification-based PRMs that assess each step independently, PQM \citep{DBLP:journals/corr/abs-2410-11287} captures dependencies among reasoning steps by optimizing their ranking using Plackett-Luce loss \citep{plackett1975analysis, luce1959individual}.","DBLP:journals/corr/abs-2410-11287;plackett1975analysis, luce1959individual",2502.14333,A Survey on Feedback-based Multi-step Reasoning for Large Language Models on Mathematics
Openset_ACL.tex,"\citet{Chen-ACL-2024} use adversarial disagreement maximization to increase the difference between in-distribution and OOD examples, improving on their previous solution \citep{Chen-KDD-2023}.",Chen-ACL-2024;Chen-KDD-2023,2502.12965,Text Classification Under Class Distribution Shift: A Survey
acl_latex.tex,"Studies such as \citet{zhang-etal-2023-large} examine temporal factual knowledge updates, while \citet{yao-etal-2023-editing} and \citet{zhang2024comprehensive} focus on knowledge editing methodologies.",zhang-etal-2023-large;yao-etal-2023-editing;zhang2024comprehensive,2502.12598,Bring Your Own Knowledge: A Survey of Methods for LLM Knowledge Expansion
acl_latex.tex,"%In this work, we We adopt a broad, high-level definition, encompassing finer-grained categorizations, such as commonsense knowledge, cultural knowledge, temporal knowledge, and entity knowledge as subsets of factual knowledge, in contrast to prior works \citep{cao2024life, wu2024continual} using more granular classifications.","cao2024life, wu2024continual",2502.12598,Bring Your Own Knowledge: A Survey of Methods for LLM Knowledge Expansion
acl_latex.tex,"For factual knowledge editing, \citet{tandon-etal-2022-learning} store user feedback for post-hoc corrections, while \citet{mitchell_memory_2022}, \citet{madaan-etal-2022-memory}, and \citet{dalvi-mishra-etal-2022-towards} retrieve stored edits to guide responses.",tandon-etal-2022-learning;mitchell_memory_2022;madaan-etal-2022-memory;dalvi-mishra-etal-2022-towards,2502.12598,Bring Your Own Knowledge: A Survey of Methods for LLM Knowledge Expansion
acl_latex.tex,"However, \citet{hsueh-etal-2024-editing} have demonstrated that SERAC performs poorly in scenarios involving multiple edits due to the scope classifier's weakness in identifying relevant edit examples.",hsueh-etal-2024-editing,2502.12598,Bring Your Own Knowledge: A Survey of Methods for LLM Knowledge Expansion
acl_latex.tex,"Since retrieval-based methods do not update model parameters, contradictions can arise between retrieved facts and previously generated responses, affecting coherence \citep{njeh2024enhancing, zhao2024dense, li-etal-2024-graphreader}.","njeh2024enhancing, zhao2024dense, li-etal-2024-graphreader",2502.12598,Bring Your Own Knowledge: A Survey of Methods for LLM Knowledge Expansion
acl_latex.tex,"Studies have identified various types of conflicts following knowledge updates, including (i) temporal misalignment \citep{luu-etal-2022-time}, where outdated and newly learned facts coexist inconsistently, (ii) model inconsistencies \citep{huang2021factual}, where responses to similar queries vary unpredictably, and (iii) hallucinations \citep{ji2023survey}, where the model generates fabricated or contradictory information.",luu-etal-2022-time;huang2021factual;ji2023survey,2502.12598,Bring Your Own Knowledge: A Survey of Methods for LLM Knowledge Expansion
A2_resources.tex,"Among these, frequent disagreement types like ""World knowledge (some world knowledge might not be taken for granted)"" and ""Unclear reference (one proper noun can refer to multiple real-world entities)"" are typical disagreement types observed in simpler \textit{recognizing textual entailment} (natural language inference) tasks \citep{NEURIPS2018_4c7a167b, lee2025entailmentpreservingfirstorderlogicrepresentations}, showing that these vagueness is present even in \textit{minimal} settings.","NEURIPS2018_4c7a167b, lee2025entailmentpreservingfirstorderlogicrepresentations",2502.12289,Evaluating Step-by-step Reasoning Traces: A Survey
5_metrics.tex,"While \citet{tyen-etal-2024-llms} reported poor performance of LLMs pinpointing the error location, results on ProcessBench \citep{zheng2024processbenchidentifyingprocesserrors} show that reasoning-focused models such as o1 \citep{openai2024openaio1card} and QwQ \citep{qwenlmQwQReflect} show remarkable performance even in challenging math benchmarks.",tyen-etal-2024-llms;zheng2024processbenchidentifyingprocesserrors;openai2024openaio1card;qwenlmQwQReflect,2502.12289,Evaluating Step-by-step Reasoning Traces: A Survey
A1_tasks.tex,"Popular benchmarks include MathQA \citep{amini-etal-2019-mathqa} and GSM8k \citep{cobbe2021trainingverifierssolvemath}, which provide long, diverse natural language queries in contrast to relatively synthetic, simple benchmarks \citep{koncel-kedziorski-etal-2016-mawps, miao-etal-2020-diverse}.","amini-etal-2019-mathqa;cobbe2021trainingverifierssolvemath;koncel-kedziorski-etal-2016-mawps, miao-etal-2020-diverse",2502.12289,Evaluating Step-by-step Reasoning Traces: A Survey
3_criteria.tex,"Under this definition, a step is considered valid if it can be directly entailed from previous steps \citep{tafjord-etal-2021-proofwriter, dalvi-etal-2021-explaining, PrOntoQA} or at least does not contradict them \citep{DBLP:conf/iclr/GolovnevaCPCZFC23, prasad-etal-2023-receval, zhu2024deductivebeamsearchdecoding}.","tafjord-etal-2021-proofwriter, dalvi-etal-2021-explaining, PrOntoQA;DBLP:conf/iclr/GolovnevaCPCZFC23, prasad-etal-2023-receval, zhu2024deductivebeamsearchdecoding",2502.12289,Evaluating Step-by-step Reasoning Traces: A Survey
acl_latex.tex,"Contrary to the assumption that larger is always better, scaling vision encoders in vision-language models can sometimes degrade performance, highlighting the fact that data quality and modality alignment are more critical than brute-force scaling~\citep{li_are_2024}.",li_are_2024,2502.12051,How to Upscale Neural Networks with Scaling Law? A Survey and Practical Guidelines
backup.tex,"Beyond Chinchilla-Optimal- Accounting for inference \citep{sardana_beyond_2024} - LLM practitioners with high inference demand should train smaller models longer, contrary to Chinchilla scaling laws.",sardana_beyond_2024,2502.12051,How to Upscale Neural Networks with Scaling Law? A Survey and Practical Guidelines
scaling_laws4.tex,"\\ %\cline{1-3} %\citet{sardana_beyond_2024} & Contrary to Chinchilla scaling laws, extreme tokens-per-parameter ratios (up to 10,000) improve model quality and efficiency.",sardana_beyond_2024,2502.12051,How to Upscale Neural Networks with Scaling Law? A Survey and Practical Guidelines
appendix.tex,"Finally, \text{BALD} (Bayesian Active Learning by Disagreements) \citep{kirsch2019batchbald, pmlr-v70-gal17a} chooses unlabeled examples that are expected to maximize the information gained from the model parameters i.e.","kirsch2019batchbald, pmlr-v70-gal17a",2502.11767,From Selection to Generation: A Survey of LLM-based Active Learning
optimality.tex,"In contrast to classical planners, which typically rely on search algorithms, heuristics, and logical deduction and may not guarantee optimality \cite{russell2016artificial}, optimizers, often based on gradient-based methods (e.g., Newton's methods), can \emph{guarantee optimal solutions} \cite{Boyd_Vandenberghe_2004}.\smallskip \noindent\textbf{A* Search-Based Methods}\; A* search finds the lowest-cost optimal solution, particularly when using admissible heuristics that do not overestimate the ",russell2016artificial;Boyd_Vandenberghe_2004,2502.11221,PlanGenLLMs: A Modern Survey of LLM Planning Capabilities
acl_latex.tex,"For example, in healthcare or legal analysis, conflicting treatment protocols or contradictory legal precedents could arise~\cite{dayton2012standards}, resulting in unreliable decisions and undermining the system’s trustworthiness.",dayton2012standards,2502.10708,Injecting Domain-Specific Knowledge into Large Language Models: A Comprehensive Survey
acl_latex.tex,"\section{Detailed Discussions on Challenges \& Opportunities} \label{challenges} \subsection{Integrated Knowledge Consistency} While knowledge injection empowers LLMs to reason with external facts, it introduces a crucial consistency problem: injected knowledge may contradict either the model’s internal representations or other pieces of retrieved information~\cite{xu2024knowledge}.",xu2024knowledge,2502.10708,Injecting Domain-Specific Knowledge into Large Language Models: A Comprehensive Survey
ijcai25.tex,"\textbf{LogicNLI}~\cite{tian-etal-2021-diagnosing} contains 30K entries generated using logical rules, with \emph{Entailment}, \emph{Contradiction}, and \emph{Neutral} labels.",tian-etal-2021-diagnosing,2502.09100,Logical Reasoning in Large Language Models: A Survey
ijcai25.tex,"While \citeauthor{yang-etal-2024-language}~\shortcite{yang-etal-2024-language} find that pre-trained models can serve as effective ``reasoners,'' \citeauthor{bowen-etal-2024-comprehensive}~\shortcite{bowen-etal-2024-comprehensive} show that even advanced LLMs struggle with simple inductive tasks in their symbolic settings.",yang-etal-2024-language;bowen-etal-2024-comprehensive,2502.09100,Logical Reasoning in Large Language Models: A Survey
ijcai25.tex,"However, \citeauthor{qin2024relevant}~\shortcite{qin2024relevant} question whether LLMs truly rely on analogical reasoning, discovering that random examples in prompts often achieve comparable performance to relevant examples.",qin2024relevant,2502.09100,Logical Reasoning in Large Language Models: A Survey
ijcai25.tex,"\citeauthor{jiao-etal-2024-learning}~\shortcite{jiao-etal-2024-learning} leverage RL for planning-based reasoning optimization, while \citeauthor{10.5555/3692070.3694287}~\shortcite{10.5555/3692070.3694287} develop $R^3$, achieving process supervision benefits through outcome-only supervision.",jiao-etal-2024-learning;10.5555/3692070.3694287,2502.09100,Logical Reasoning in Large Language Models: A Survey
ijcai25.tex,Maieutic Prompting~\cite{jung-etal-2022-maieutic} eliminates contradictions through recursive reasoning.,jung-etal-2022-maieutic,2502.09100,Logical Reasoning in Large Language Models: A Survey
acl_latex.tex,"While \citet{roberts2012information} views information that does not contribute to answering the immediate QUD negatively, \citet{riester2019constructing} examines a broad range of such information under the notion of \textit{non-at-issue} content\footnote{The definition given by \citet{riester2019constructing}: An expression X of an utterance is \textit{non-at-issue} with respect to the current QUD of the utterance if and only if the deletion of X has no effect on the truth condition of the mai",roberts2012information;riester2019constructing;riester2019constructing,2502.15573,A Survey of QUD Models for Discourse Processing
acl2023.tex,"It includes recognizing that people can have conflicting desires \cite{Repacholi1997Early}, understanding that an individual can hold multiple desires at once \cite{Bennett1993Children}, grasping how desires shape emotions and actions \cite{Wellman1988Young}, and explaining situations where actions contradict stated desires \cite{Colonnesi2008Precursors}.",Repacholi1997Early;Bennett1993Children;Wellman1988Young;Colonnesi2008Precursors,2502.08796,A Systematic Review on the Evaluation of Large Language Models in Theory of Mind Tasks
acl2023.tex,"While \citet{chan2024negotiationtombenchmarkstresstestingmachine} focus on natural conversations and real-world data for evaluation, \citet{bianchi2024llmsnegotiatenegotiationarenaplatform} propose a game called NegotiationArena in which LLMs can compete against each other.",chan2024negotiationtombenchmarkstresstestingmachine;bianchi2024llmsnegotiatenegotiationarenaplatform,2502.08796,A Systematic Review on the Evaluation of Large Language Models in Theory of Mind Tasks
acl2023.tex,"However, \citet{sap-etal-2022-neural} found that increasing the number of demonstrations does not continuously improve accuracy and tends to plateau at a certain point, likely due to recency bias—where the model eventually ``defaults to the most recent object location''.",sap-etal-2022-neural,2502.08796,A Systematic Review on the Evaluation of Large Language Models in Theory of Mind Tasks
intermediary-deceptive.tex,"To address these limitations, future research could explore several directions, including increasing the size of the datasets, defining the labels more precisely, or permitting multiple correct annotations \citep{helwe-etal-2024-mafalda} to acknowledge viable disagreement.",helwe-etal-2024-mafalda,2502.07541,Detecting Greenwashing: A Natural Language Processing Literature Survey
challenges.tex,"While \citet{thulke2024climategpt} refers to specific comparison guidelines \citep{bulian2024assessinglargelanguagemodels}, \citep{mullappilly-etal-2023-arabic} relies only on the evaluator's preferences.",thulke2024climategpt;bulian2024assessinglargelanguagemodels;mullappilly-etal-2023-arabic,2502.07541,Detecting Greenwashing: A Natural Language Processing Literature Survey
intermediary-claimcharacteristics.tex,"Indeed, humans have disagreement when distinguishing specific and unspecific claims: \citet{bingler2023cheaptalkspecificitysentiment} measured a low IAA on Specificity (Krippendorff's $\alpha=0.1703$).",bingler2023cheaptalkspecificitysentiment,2502.07541,Detecting Greenwashing: A Natural Language Processing Literature Survey
intermediary-envperf.tex,"However, \citet{bronzini_glitter_2023, linSUSTAINABLESIGNALSijcai2023, Mehra_2022} and \citet{clarkson_nlp_us_csr} showed that it is possible to build strong predictors relying only on textual elements.","bronzini_glitter_2023, linSUSTAINABLESIGNALSijcai2023, Mehra_2022;clarkson_nlp_us_csr",2502.07541,Detecting Greenwashing: A Natural Language Processing Literature Survey
tom4ai.tex,"\citet{scheurer2024large} show that LLMs can strategically deceive their users when put under pressure, while \cite{järviniemi2024uncoveringdeceptivetendencieslanguage} and \cite{vanderweij2024aisandbagginglanguagemodels} demonstrate cases of LLMs misleading evaluators about their own capabilities.",scheurer2024large;järviniemi2024uncoveringdeceptivetendencieslanguage;vanderweij2024aisandbagginglanguagemodels,2502.06470,"A Survey of Theory of Mind in Large Language Models: Evaluations, Representations, and Safety Risks"
main.tex,"In contrast to BoW-based approaches, these dense representations capture subtler semantic and syntactic details~\cite{mikolov_distributed_2013, pennington_glove_2014}.","mikolov_distributed_2013, pennington_glove_2014",2502.00837,Explainability in Practice: A Survey of Explainable NLP Across Various Domains
main.tex,"For instance, Rosemblat et al.~\cite{rosemblat_towards_2019} use semantic predications from SemMedDB to detect and characterize apparent contradictions in the biomedical literature, making conflicting evidence more transparent to reviewers.",rosemblat_towards_2019,2502.00837,Explainability in Practice: A Survey of Explainable NLP Across Various Domains
main.tex,"How much of that disagreement is demographic is itself an empirical question: on a sexism-annotation corpus, annotator demographics accounted for only a small share of the variance in labels, with the content of the item dominating~\citep{mohammadi2025annotations}.",mohammadi2025annotations,2502.00837,Explainability in Practice: A Survey of Explainable NLP Across Various Domains
main.tex,"% %\section{new} % \subsubsection{Advances in Evaluation Metrics and Benchmarks} % Two large-scale meta-evaluation suites are shaping how researchers assess XNLP methods: % \begin{itemize}[leftmargin=1.5em] % \item \textbf{LATEC}~\cite{klein2024navigating}: Benchmarks 17 explainers on 20 metrics across 7,500 settings, revealing frequent metric disagreements and advocating a multi-faceted evaluation approach.",klein2024navigating,2502.00837,Explainability in Practice: A Survey of Explainable NLP Across Various Domains
main.tex,"Amparore et al.~\cite{amparore2024comprehensive} instead benchmark the fidelity metrics themselves rather than the explanation methods; this meta-evaluation finds substantial disagreement between metrics, so relying on a single metric is unsafe.",amparore2024comprehensive,2502.00837,Explainability in Practice: A Survey of Explainable NLP Across Various Domains
main.tex,"LATEC~\cite{klein2024navigating} benchmarks 17 explainers on 20 metrics across 7,500 settings, documents frequent disagreements between metrics, and argues for multi-faceted evaluation.",klein2024navigating,2502.00837,Explainability in Practice: A Survey of Explainable NLP Across Various Domains
4.vlp.tex,"In contrast to single-modality defenses, \textbf{TIJO}~\cite{sur2023tijo} defends against dual-key backdoor attacks by jointly optimizing the reverse-engineered triggers in both the image and text modalities.",sur2023tijo,2502.05206,Safety at Scale: A Comprehensive Survey of Large Model and Agent Safety
arxiv.tex,"While \citet{pichlmeier2024} do not specify how LLMs are assigned to clusters, \citet{srivatsa2024} and \citet{jitkrittum2025} evaluate which LLM most frequently produces responses matching the ground truth on each cluster.\\ When \citet{srivatsa2024} trained a \textit{k-means} model from scratch for the routing task, the resulting clusters failed to generalize well from training to test datasets.",pichlmeier2024;srivatsa2024;jitkrittum2025;srivatsa2024,2502.00409,Doing More with Less: A Survey on Routing Strategies for Resource Optimisation in Large Language Model-Based Systems
sec-Challenge.tex,"\subsection{Reducing Hallucination} LLMs' transformative generative ability has brought enormous benefits to both academic and industrial, but LLMs unavoidably produce factually incorrect responses and contradictory content \cite{SeeKeR}.",SeeKeR,2501.18845,"Text Data Augmentation for Large Language Models: A Comprehensive Survey of Methods, Challenges, and Opportunities"
main.tex,"However, \citet{robustnessGPT} found that these models are still more robust when compared to smaller models like BART-L, DeBERTa-L, and even bigger models such as \texttt{text-davinci-002}.",robustnessGPT,2501.16836,Misspellings in Natural Language Processing: A survey
main.tex,"\citet{belinkovB18} and \citet{heigold-etal-2018-robust} were the first to argue that neural machine translation models are heavily affected by the presence of misspellings, in contrast to human translators that have the cognitive ability to bypass misspelt entries without effectively penalizing comprehension \citep{jumbledwords}.",belinkovB18;heigold-etal-2018-robust;jumbledwords,2501.16836,Misspellings in Natural Language Processing: A survey
coling_latex.tex,"Given the complexity of such a distinction, many researchers do not address this, %(with the distinction left to the annotators’ best judgment), however, \cite{AD17,ADB+18,ABD+18} handle it by adding a language label for identified borrowed words.","AD17,ADB+18,ABD+18",2501.13419,"A Survey of Code-switched Arabic NLP: Progress, Challenges, and Future Directions"
coling_latex.tex,"It is mainly handled by tagging a word as `mixed' \cite{SBM+14,SM16a}, however, \cite{sabty2021language} further expand the `mixed' label to specify the languages on a morpheme-level.","SBM+14,SM16a;sabty2021language",2501.13419,"A Survey of Code-switched Arabic NLP: Progress, Challenges, and Future Directions"
04-results.tex,"The high frequency of artifact contribution (61.44\% in our sample in contrast to 24.50\% at CHI overall~\cite{wobbrock2016research}) may indicate that LLMs might have lowered the barrier to prototype research artifact of high quality, a point we unpack further in \ref{sec:dis-hci-prototyping}.",wobbrock2016research,2501.12557,Understanding the LLM-ification of CHI: Unpacking the Impact of LLMs at CHI through a Systematic Literature Review
05-discussion.tex,"have developed volunteer-based online platform to reach larger and more diverse user population~\cite{reinecke2015labinthewild,reinecke2013perdicting}, and \citet{kuo2024wikibench}'s Wikibench offers a community-driven alternative to data curation that captures community consensus.%, disagreement, and uncertainty.","reinecke2015labinthewild,reinecke2013perdicting;kuo2024wikibench",2501.12557,Understanding the LLM-ification of CHI: Unpacking the Impact of LLMs at CHI through a Systematic Literature Review
main.tex,"\citet{dziri-etal-2019-evaluating} built NLI models by creating a pseudo-NLI dataset for dialogue with normal conversational data as entailment, unrelated dialogue and dull responses as neutral, and ungrammatical sentences and contradiction data of MuitlNLI as a contradiction.",dziri-etal-2019-evaluating,2501.12011,Reference-free Evaluation Metrics for Text Generation: A Survey
main.tex,"Even law and policy experts find it challenging to agree on decisive policy composition~\cite{reidenberg2015disagreeable, reidenberg2016automated}.","reidenberg2015disagreeable, reidenberg2016automated",2501.10319,Natural Language Processing of Privacy Policies: A Survey
output.tex,"While \citet{shachar-etal-2024-learning} and \citet{shi-etal-2024-wildfeedback} attempt to mine feedback signals from real user-LLM interactions to generate preference data for aligning language models optimized for single-turn instruction following, future research could explore methods for extracting high-quality data relevant to multi-turn instruction following.",shachar-etal-2024-learning;shi-etal-2024-wildfeedback,2501.09959,A Survey on Multi-Turn Interaction Capabilities of Large Language Models
5_reviewing.tex,"While ReviewerGPT focuses on internal manuscript validation, PaperQA2 \citep{Skarlinski_2024_LanguageAgentsSynthesis} performs global validation by examining claims against the broader scientific literature, employing sophisticated language agents to detect contradictions and verify assertions.",Skarlinski_2024_LanguageAgentsSynthesis,2501.04306,LLM4SR: A Survey on Large Language Models for Scientific Research
5_reviewing.tex,This limitation frequently results in inconsistent or contradictory evaluations \cite{Chamoun_2024_AutomatedFocusedFeedback}.,Chamoun_2024_AutomatedFocusedFeedback,2501.04306,LLM4SR: A Survey on Large Language Models for Scientific Research
section3.tex,"This technique, standing in contrast to the deterministic nature of Byte Pair Encoding, involves constructing a unigram model from a large initial vocabulary and iteratively refining it to maximize the likelihood of the observed corpus~\cite{kudo2018sentencepiece}.",kudo2018sentencepiece,2501.04040,A Survey on Large Language Models with some Insights on their Capabilities and Limitations
section4.tex,"Source: \textcite{chen2022program}} \label{fig:pot-cot} \end{figure} CoT uses LLMs for both reasoning and computation, i.e., the language model not only needs to generate the mathematical expressions but also needs to perform the computation in each step\footnote{ Some studies contradict the fact that LLMs can perform computations or reasoning tasks~\cite{qian2022limitations, bian2024chatgpt, kambhampati2023role}.","qian2022limitations, bian2024chatgpt, kambhampati2023role",2501.04040,A Survey on Large Language Models with some Insights on their Capabilities and Limitations
section4.tex,"As a result of not being good at self-critique their plans, LLMs can't self-improve by generating and refining their data, contrary to some claims in the literature\cite{kambhampati2024llmscantplanhelp}.",kambhampati2024llmscantplanhelp,2501.04040,A Survey on Large Language Models with some Insights on their Capabilities and Limitations
challenge3.tex,"% As show in Figure \ref{fig:knowledge-definition}, We define \textit{contextual knowledge} in contrast to \textit{parametric knowledge} - knowledge encoded (or “memorized”) in the model parameter \cite{neeman2022disentqa}.",neeman2022disentqa,2412.19994,From Generalist to Specialist: A Survey of Large Language Models for Chemistry
Value_Misalignment.tex,"However, \cite{DBLP:conf/icml/LeeBPWKM24}, by analyzing GPT-2 parameters before and after DPO, have find that the toxicity vectors do not change significantly.",DBLP:conf/icml/LeeBPWKM24,2412.17686,Large Language Model Safety: A Holistic Survey
Interpretability_for_LLM_Safety.tex,"Unlike \citet{bereska2024mechanistic} who focus on the concepts and techniques of mechanical interpretability, as well as its relevance to safety, We do not limit our focus to mechanical interpretability but instead, provide a comprehensive overview of the relationship between various dimensions of interpretability and safety.",bereska2024mechanistic,2412.17686,Large Language Model Safety: A Holistic Survey
Agent_Safety.tex,"The use of sub-agents introduces additional points of failure, as each sub-agent could malfunction, be attacked, or operate in ways that contradict user intentions \citep{DBLP:conf/uai/CareyE23}.",DBLP:conf/uai/CareyE23,2412.17686,Large Language Model Safety: A Holistic Survey
detection.tex,Curto et al.~\cite{curto2024can} reported mixed results.,curto2024can,2412.15004,From Vulnerabilities to Remediation: A Systematic Literature Review of LLMs in Code Security
arXiv.tex,"To improve zero-shot CoT, \citet{mekala-etal-2024-echoprompt} propose \textsc{EchoPrompt}, which adds query rephrasing as an initial step -- modifying the first prompt to \textit{``Let's repeat the question and also think step by step.''} However, \citet{shaikh-etal-2023-second} evaluates zero-shot CoT in harmful questions and stereotype benchmarks, finding it \textit{significantly increases the likelihood of harmful outputs} across different prompts and models.",mekala-etal-2024-echoprompt;shaikh-etal-2023-second,2412.14352,A Survey on LLM Inference-Time Self-Improvement
arXiv.tex,"\citet{shi-etal-2024-trusting} propose \textsc{CAD} (Context-Aware Decoding), which contrasts the model's probability distributions \textit{with and without additional context} -- which may contain information that is contradictory to the model's prior knowledge -- during decoding for hallucination reduction.",shi-etal-2024-trusting,2412.14352,A Survey on LLM Inference-Time Self-Improvement
1_introduction.tex,"However, \citet{li2024survey} lack a clear and formalized definition, and \citet{wen2024know} merely focus on the abstention strategy for handling knowledge limitation.",li2024survey;wen2024know,2412.12472,Knowledge Boundary of Large Language Models: A Survey
6_limitation.tex,"For example, \citet{DBLP:conf/emnlp/FierroDSGS24} try to bridge the philosophical definition to the knowledge of LLMs, though significant disagreements persist among various philosophical schools of thought.",DBLP:conf/emnlp/FierroDSGS24,2412.12472,Knowledge Boundary of Large Language Models: A Survey
5.1_mitigation.tex,"While \citet{huang2024large} critique that LLMs struggle to achieve self-refinement without external feedback, \citet{li2024confidence} show that self-estimated confidence may improve self-refinement.",huang2024large;li2024confidence,2412.12472,Knowledge Boundary of Large Language Models: A Survey
survey.tex,"If an error is detected (\textit{e.g.,} misuse of integration symbols), backtrack and correct the path; combine Self-Consistency by generating multiple inference paths and selecting the one with no contradictions via majority voting \cite{wang2025visualprm,zhang2025lessons,song2025prmbench,cui2025process,hu2025coarse,ji2025survey,zhang2025r1}.","wang2025visualprm,zhang2025lessons,song2025prmbench,cui2025process,hu2025coarse,ji2025survey,zhang2025r1",2412.11936,"A Survey of Mathematical Reasoning in the Era of Multimodal Large Language Model: Benchmark, Method & Challenges"
introduction.tex,"Compared to Specific-MLLMs, Omni-MLLMs can perform multiple uni-modal\footnote{ ``Uni'' and ``Cross'' refer to the number of non-linguistic modalities involved in the interaction, in contrast to “multimodal reasoning,” traditionally reserved for vision-language tasks~\cite{xinstruclblip}.} understanding and generation tasks, as well as cross-modal tasks across two or more non-linguistic modalities, allowing a single model to handle arbitrary combinations of modalities.",xinstruclblip,2412.11694,From Specific-MLLMs to Omni-MLLMs: A Survey on MLLMs Aligned with Multi-modalities
appendix.tex,"\citet{survey:a,survey:b,survey_m} focus on the early Vision-MLLMs, while \citet{survey_audio} and \citet{3d_survey} respectively summarize the Audio-MLLMs and 3D-MLLMs.","survey:a,survey:b,survey_m;survey_audio;3d_survey",2412.11694,From Specific-MLLMs to Omni-MLLMs: A Survey on MLLMs Aligned with Multi-modalities
030llm_augmented.tex,"NLI-based negatives~\cite{chen2022generate,wang2023semantic,sato2024improving,xu2024adaptive,li2024narrowing}: Texts with a logical relationship of contradiction are generated as hard negatives; 2.","chen2022generate,wang2023semantic,sato2024improving,xu2024adaptive,li2024narrowing",2412.09165,When Text Embedding Meets Large Language Model: A Comprehensive Survey
030llm_augmented.tex,"Additionally, some studies employ LLMs to filter false positives and false negatives in generated data simultaneously: GenSE fine-tunes LLMs to identify incorrect entailment and contradiction; MultiCSR~\cite{wang2023semantic} prompts LLMs to filter out instances that fail to meet the conditions for entailment and contradiction.",wang2023semantic,2412.09165,When Text Embedding Meets Large Language Model: A Comprehensive Survey
Methodology.tex,"In addition to that, GED~\cite{hu2024language} addresses inconsistencies in LLM preference evaluations by leveraging multiple weak evaluators to construct preference graphs, and then utilize DAG structure to ensemble and denoise these graphs for better, non-contradictory evaluation results.",hu2024language,2412.05579,LLMs-as-Judges: A Comprehensive Survey on LLM-based Evaluation Methods
background.tex,"Given a premise and a hypothesis, we can classify the relation between the text pair as: an \emph{entailment}, if one can infer that the hypothesis is most likely true given the premise; a \emph{contradiction}, if one can infer that the hypothesis is most likely false given the premise; or a \emph{neutral} label, if one cannot infer the truthfulness of the hypothesis from the premise \cite{maccartney2008modeling, condoravdi2003entailment, monz2001light}.","maccartney2008modeling, condoravdi2003entailment, monz2001light",2412.05563,"A Survey on Uncertainty Quantification of Large Language Models: Taxonomy, Open Research Challenges, and Future Directions"
background.tex,"Here, we identify some prominent techniques for measuring the similarity between a pair of text fragments: \begin{enumerate} \item \text{NLI Scores.} As described in Section~\ref{sec:nli_background}, NLI models, such as RoBERTa \cite{liu2019roberta} and DeBERTa \cite{he2020deberta}, classify the relationship between a pair of text fragment as either an entailment, a contradiction, or a neutral relation.",liu2019roberta;he2020deberta,2412.05563,"A Survey on Uncertainty Quantification of Large Language Models: Taxonomy, Open Research Challenges, and Future Directions"
semantic_similarity_uq.tex,The work in \cite{aichberger2024semantically} proposes upweighting tokens that have large gradients with respect to the NLI model to maximize the probability of contradiction to generate semantically-varied responses.,aichberger2024semantically,2412.05563,"A Survey on Uncertainty Quantification of Large Language Models: Taxonomy, Open Research Challenges, and Future Directions"
qdc_algos.tex,"However, \citep{havrilla2024teachinglargelanguagemodels} also finds that simply training on more diverse data improves the pass@n and diversity of solutions of the resulting models.",havrilla2024teachinglargelanguagemodels,2412.02980,"Surveying the Effects of Quality, Diversity, and Complexity in Synthetic Data From Large Language Models"
