pair_id,question,hypothesis_a,pmid_a,hypothesis_b,pmid_b,label_3way
as_000916,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","It is concluded that the C242T polymorphism of the p22 phox gene is not associated with lipid peroxidation as measured by MDA, and is not a genetic risk marker for CAD Caucasians.",11722480,In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,NotContradiction
as_000917,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","It is concluded that the C242T polymorphism of the p22 phox gene is not associated with lipid peroxidation as measured by MDA, and is not a genetic risk marker for CAD Caucasians.",11722480,"These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,Contradiction
as_000918,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","It is concluded that the C242T polymorphism of the p22 phox gene is not associated with lipid peroxidation as measured by MDA, and is not a genetic risk marker for CAD Caucasians.",11722480,Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,NotContradiction
as_000919,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","It is concluded that the C242T polymorphism of the p22 phox gene is not associated with lipid peroxidation as measured by MDA, and is not a genetic risk marker for CAD Caucasians.",11722480,The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,NotContradiction
as_000920,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","It is concluded that the C242T polymorphism of the p22 phox gene is not associated with lipid peroxidation as measured by MDA, and is not a genetic risk marker for CAD Caucasians.",11722480,The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,NotContradiction
as_000921,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","It is concluded that the C242T polymorphism of the p22 phox gene is not associated with lipid peroxidation as measured by MDA, and is not a genetic risk marker for CAD Caucasians.",11722480,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,Contradiction
as_000922,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The ecNOS gene a/b polymorphism and the NADH/NADPH oxidase p22 phox gene C242T polymorphism were found to be significantly associated with the development of CAD in Korean male patients less than 51 years old.,11530961,The C242T variant was associated with CHD risk in women.,18324526,NotContradiction
as_000923,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The ecNOS gene a/b polymorphism and the NADH/NADPH oxidase p22 phox gene C242T polymorphism were found to be significantly associated with the development of CAD in Korean male patients less than 51 years old.,11530961,these results support the increased risk of developing early CAD and of having rapid progression of coronary stenosis in subjects carrying the C242T nucleotide transition among the Italian population.,16788250,NotContradiction
as_000924,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The ecNOS gene a/b polymorphism and the NADH/NADPH oxidase p22 phox gene C242T polymorphism were found to be significantly associated with the development of CAD in Korean male patients less than 51 years old.,11530961,In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,Contradiction
as_000925,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The ecNOS gene a/b polymorphism and the NADH/NADPH oxidase p22 phox gene C242T polymorphism were found to be significantly associated with the development of CAD in Korean male patients less than 51 years old.,11530961,"These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,NotContradiction
as_000926,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The ecNOS gene a/b polymorphism and the NADH/NADPH oxidase p22 phox gene C242T polymorphism were found to be significantly associated with the development of CAD in Korean male patients less than 51 years old.,11530961,Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,Contradiction
as_000927,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The ecNOS gene a/b polymorphism and the NADH/NADPH oxidase p22 phox gene C242T polymorphism were found to be significantly associated with the development of CAD in Korean male patients less than 51 years old.,11530961,The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,Contradiction
as_000928,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The ecNOS gene a/b polymorphism and the NADH/NADPH oxidase p22 phox gene C242T polymorphism were found to be significantly associated with the development of CAD in Korean male patients less than 51 years old.,11530961,The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,Contradiction
as_000929,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The ecNOS gene a/b polymorphism and the NADH/NADPH oxidase p22 phox gene C242T polymorphism were found to be significantly associated with the development of CAD in Korean male patients less than 51 years old.,11530961,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,NotContradiction
as_000930,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The C242T variant was associated with CHD risk in women.,18324526,these results support the increased risk of developing early CAD and of having rapid progression of coronary stenosis in subjects carrying the C242T nucleotide transition among the Italian population.,16788250,NotContradiction
as_000931,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The C242T variant was associated with CHD risk in women.,18324526,In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,Contradiction
as_000932,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The C242T variant was associated with CHD risk in women.,18324526,"These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,NotContradiction
as_000933,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The C242T variant was associated with CHD risk in women.,18324526,Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,Contradiction
as_000934,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The C242T variant was associated with CHD risk in women.,18324526,The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,Contradiction
as_000935,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The C242T variant was associated with CHD risk in women.,18324526,The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,Contradiction
as_000936,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The C242T variant was associated with CHD risk in women.,18324526,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,NotContradiction
as_000937,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",these results support the increased risk of developing early CAD and of having rapid progression of coronary stenosis in subjects carrying the C242T nucleotide transition among the Italian population.,16788250,In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,Contradiction
as_000938,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",these results support the increased risk of developing early CAD and of having rapid progression of coronary stenosis in subjects carrying the C242T nucleotide transition among the Italian population.,16788250,"These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,NotContradiction
as_000939,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",these results support the increased risk of developing early CAD and of having rapid progression of coronary stenosis in subjects carrying the C242T nucleotide transition among the Italian population.,16788250,Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,Contradiction
as_000940,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",these results support the increased risk of developing early CAD and of having rapid progression of coronary stenosis in subjects carrying the C242T nucleotide transition among the Italian population.,16788250,The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,Contradiction
as_000941,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",these results support the increased risk of developing early CAD and of having rapid progression of coronary stenosis in subjects carrying the C242T nucleotide transition among the Italian population.,16788250,The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,Contradiction
as_000942,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",these results support the increased risk of developing early CAD and of having rapid progression of coronary stenosis in subjects carrying the C242T nucleotide transition among the Italian population.,16788250,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,NotContradiction
as_000943,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,"These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,Contradiction
as_000944,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,NotContradiction
as_000945,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,NotContradiction
as_000946,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,NotContradiction
as_000947,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",In the total population and in high and low risk groups the relative frequencies of the C242T alleles were essentially the same in patients without or with CAD and in individuals without or with myocardial infarction.,10488959,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,Contradiction
as_000948,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,Contradiction
as_000949,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,Contradiction
as_000950,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,Contradiction
as_000951,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD","These data provide evidence that P22(phox) genotypes are significantly associated with CHD risk in a Chinese population and suggest potential interactions among smoking, P22(phox) genotypes, and vitamin E in relation to CHD risk.",17383305,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,NotContradiction
as_000952,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,NotContradiction
as_000953,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,NotContradiction
as_000954,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",Our null results provide no support for the hypothesis that any of the 85 genetic variants tested is a susceptibility factor for ACS.,17426274,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,Contradiction
as_000955,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,NotContradiction
as_000956,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The p22 phox C242T polymorphism is not associated with the occurrence or severity of CAD or with a history of MI in Australian Caucasian patients aged </= 65 years.,10469162,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,Contradiction
as_000957,"In patients with coronary artery disease (CAD), is C242T polymorphism of P22(PHOX) gene associated in development of CAD",The p22 phox codon 72 polymorphism is not associated with the risk of CHD in the present samples of Asian Indians and Chinese.,10583446,The 242T allele interacts with cigarette smoking and hypercholesterolemia to increase the risk of CAD; this risk is probably associated with the cumulative/synergistic effect of the 242T allele and both the traditional risk factors.,17627182,Contradiction
as_000958,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Study patients spent statistically significantly less time in the hospital than control patients (10 vs. 17.9 days).,17670595,We think that the results of staged or combined CABG plus CEA surgery are satisfactory in patients with severe carotid disease and advanced coronary artery disease.,19430573,NotContradiction
as_000959,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Study patients spent statistically significantly less time in the hospital than control patients (10 vs. 17.9 days).,17670595,"Despite highly selected populations, contemporary surgical results do not indicate that staged treatment of severe, concomitant coronary and carotid artery occlusive disease has an advantage over simultaneous treatment.",9236329,Contradiction
as_000960,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Study patients spent statistically significantly less time in the hospital than control patients (10 vs. 17.9 days).,17670595,"Although the patient population undergoing simultaneous carotid and coronary revascularization may have more severe disease, we believe that combining the procedures during the same operative setting results in an increased perioperative stroke and death rate.",7703059,Contradiction
as_000961,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Study patients spent statistically significantly less time in the hospital than control patients (10 vs. 17.9 days).,17670595,Combined procedures can be performed with acceptable risk and with encouraging long-term results also in this special group of patients; they may improve the long-term prognosis of patients with diffuse atherosclerosis much more.,1611630,NotContradiction
as_000962,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Study patients spent statistically significantly less time in the hospital than control patients (10 vs. 17.9 days).,17670595,Patients with combined cardiac and carotid disease benefit from assessment of both systems in order to stage CABG and carotid endarterectomy.,10776714,NotContradiction
as_000963,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Study patients spent statistically significantly less time in the hospital than control patients (10 vs. 17.9 days).,17670595,"These data demonstrate that the performance of simultaneous CABG and CEA procedures is associated with increased neurologic morbidity (14.3%), both ipsilateral and contralateral to the side of carotid surgery in contrast to staged CABG and CEA (3.4%).",8733865,Contradiction
as_000964,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Study patients spent statistically significantly less time in the hospital than control patients (10 vs. 17.9 days).,17670595,We identified no significant difference in mortality or neurologic complications between STAGED and SYNC approaches.,21457941,Contradiction
as_000965,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",We think that the results of staged or combined CABG plus CEA surgery are satisfactory in patients with severe carotid disease and advanced coronary artery disease.,19430573,"Despite highly selected populations, contemporary surgical results do not indicate that staged treatment of severe, concomitant coronary and carotid artery occlusive disease has an advantage over simultaneous treatment.",9236329,Contradiction
as_000966,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",We think that the results of staged or combined CABG plus CEA surgery are satisfactory in patients with severe carotid disease and advanced coronary artery disease.,19430573,"Although the patient population undergoing simultaneous carotid and coronary revascularization may have more severe disease, we believe that combining the procedures during the same operative setting results in an increased perioperative stroke and death rate.",7703059,Contradiction
as_000967,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",We think that the results of staged or combined CABG plus CEA surgery are satisfactory in patients with severe carotid disease and advanced coronary artery disease.,19430573,Combined procedures can be performed with acceptable risk and with encouraging long-term results also in this special group of patients; they may improve the long-term prognosis of patients with diffuse atherosclerosis much more.,1611630,NotContradiction
as_000968,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",We think that the results of staged or combined CABG plus CEA surgery are satisfactory in patients with severe carotid disease and advanced coronary artery disease.,19430573,Patients with combined cardiac and carotid disease benefit from assessment of both systems in order to stage CABG and carotid endarterectomy.,10776714,NotContradiction
as_000969,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",We think that the results of staged or combined CABG plus CEA surgery are satisfactory in patients with severe carotid disease and advanced coronary artery disease.,19430573,"These data demonstrate that the performance of simultaneous CABG and CEA procedures is associated with increased neurologic morbidity (14.3%), both ipsilateral and contralateral to the side of carotid surgery in contrast to staged CABG and CEA (3.4%).",8733865,Contradiction
as_000970,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",We think that the results of staged or combined CABG plus CEA surgery are satisfactory in patients with severe carotid disease and advanced coronary artery disease.,19430573,We identified no significant difference in mortality or neurologic complications between STAGED and SYNC approaches.,21457941,Contradiction
as_000971,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Despite highly selected populations, contemporary surgical results do not indicate that staged treatment of severe, concomitant coronary and carotid artery occlusive disease has an advantage over simultaneous treatment.",9236329,"Although the patient population undergoing simultaneous carotid and coronary revascularization may have more severe disease, we believe that combining the procedures during the same operative setting results in an increased perioperative stroke and death rate.",7703059,NotContradiction
as_000972,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Despite highly selected populations, contemporary surgical results do not indicate that staged treatment of severe, concomitant coronary and carotid artery occlusive disease has an advantage over simultaneous treatment.",9236329,Combined procedures can be performed with acceptable risk and with encouraging long-term results also in this special group of patients; they may improve the long-term prognosis of patients with diffuse atherosclerosis much more.,1611630,Contradiction
as_000973,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Despite highly selected populations, contemporary surgical results do not indicate that staged treatment of severe, concomitant coronary and carotid artery occlusive disease has an advantage over simultaneous treatment.",9236329,Patients with combined cardiac and carotid disease benefit from assessment of both systems in order to stage CABG and carotid endarterectomy.,10776714,Contradiction
as_000974,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Despite highly selected populations, contemporary surgical results do not indicate that staged treatment of severe, concomitant coronary and carotid artery occlusive disease has an advantage over simultaneous treatment.",9236329,"These data demonstrate that the performance of simultaneous CABG and CEA procedures is associated with increased neurologic morbidity (14.3%), both ipsilateral and contralateral to the side of carotid surgery in contrast to staged CABG and CEA (3.4%).",8733865,NotContradiction
as_000975,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Despite highly selected populations, contemporary surgical results do not indicate that staged treatment of severe, concomitant coronary and carotid artery occlusive disease has an advantage over simultaneous treatment.",9236329,We identified no significant difference in mortality or neurologic complications between STAGED and SYNC approaches.,21457941,NotContradiction
as_000976,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Although the patient population undergoing simultaneous carotid and coronary revascularization may have more severe disease, we believe that combining the procedures during the same operative setting results in an increased perioperative stroke and death rate.",7703059,Combined procedures can be performed with acceptable risk and with encouraging long-term results also in this special group of patients; they may improve the long-term prognosis of patients with diffuse atherosclerosis much more.,1611630,Contradiction
as_000977,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Although the patient population undergoing simultaneous carotid and coronary revascularization may have more severe disease, we believe that combining the procedures during the same operative setting results in an increased perioperative stroke and death rate.",7703059,Patients with combined cardiac and carotid disease benefit from assessment of both systems in order to stage CABG and carotid endarterectomy.,10776714,Contradiction
as_000978,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Although the patient population undergoing simultaneous carotid and coronary revascularization may have more severe disease, we believe that combining the procedures during the same operative setting results in an increased perioperative stroke and death rate.",7703059,"These data demonstrate that the performance of simultaneous CABG and CEA procedures is associated with increased neurologic morbidity (14.3%), both ipsilateral and contralateral to the side of carotid surgery in contrast to staged CABG and CEA (3.4%).",8733865,NotContradiction
as_000979,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","Although the patient population undergoing simultaneous carotid and coronary revascularization may have more severe disease, we believe that combining the procedures during the same operative setting results in an increased perioperative stroke and death rate.",7703059,We identified no significant difference in mortality or neurologic complications between STAGED and SYNC approaches.,21457941,NotContradiction
as_000980,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Combined procedures can be performed with acceptable risk and with encouraging long-term results also in this special group of patients; they may improve the long-term prognosis of patients with diffuse atherosclerosis much more.,1611630,Patients with combined cardiac and carotid disease benefit from assessment of both systems in order to stage CABG and carotid endarterectomy.,10776714,NotContradiction
as_000981,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Combined procedures can be performed with acceptable risk and with encouraging long-term results also in this special group of patients; they may improve the long-term prognosis of patients with diffuse atherosclerosis much more.,1611630,"These data demonstrate that the performance of simultaneous CABG and CEA procedures is associated with increased neurologic morbidity (14.3%), both ipsilateral and contralateral to the side of carotid surgery in contrast to staged CABG and CEA (3.4%).",8733865,Contradiction
as_000982,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Combined procedures can be performed with acceptable risk and with encouraging long-term results also in this special group of patients; they may improve the long-term prognosis of patients with diffuse atherosclerosis much more.,1611630,We identified no significant difference in mortality or neurologic complications between STAGED and SYNC approaches.,21457941,Contradiction
as_000983,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Patients with combined cardiac and carotid disease benefit from assessment of both systems in order to stage CABG and carotid endarterectomy.,10776714,"These data demonstrate that the performance of simultaneous CABG and CEA procedures is associated with increased neurologic morbidity (14.3%), both ipsilateral and contralateral to the side of carotid surgery in contrast to staged CABG and CEA (3.4%).",8733865,Contradiction
as_000984,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity",Patients with combined cardiac and carotid disease benefit from assessment of both systems in order to stage CABG and carotid endarterectomy.,10776714,We identified no significant difference in mortality or neurologic complications between STAGED and SYNC approaches.,21457941,Contradiction
as_000985,"In patients with coronary artery diseases, does combining CABD and CEA, compared with CABG or CEA alone, reduce morbidity","These data demonstrate that the performance of simultaneous CABG and CEA procedures is associated with increased neurologic morbidity (14.3%), both ipsilateral and contralateral to the side of carotid surgery in contrast to staged CABG and CEA (3.4%).",8733865,We identified no significant difference in mortality or neurologic complications between STAGED and SYNC approaches.,21457941,NotContradiction
as_000986,"In patients with renal or cardiovascular disease, does treatment with ACE inhibitors, compared with placebo, improve renal function or protect against cardiovascular incidents respectively","Low dose (1.25 mg) ramipril once daily has no effect on cardiovascular and renal outcomes of patients with type 2 diabetes and albuminuria, despite a slight decrease in blood pressure and urinary albumin.",14960504,Combination therapy with perindopril and indapamide produced larger blood pressure reductions and larger risk reductions than did single drug therapy with perindopril alone.,11589932,Contradiction
as_000987,"In patients with renal or cardiovascular disease, does treatment with ACE inhibitors, compared with placebo, improve renal function or protect against cardiovascular incidents respectively","Low dose (1.25 mg) ramipril once daily has no effect on cardiovascular and renal outcomes of patients with type 2 diabetes and albuminuria, despite a slight decrease in blood pressure and urinary albumin.",14960504,Quinapril 20 mg did not significantly affect the overall frequency of clinical outcomes or the progression of coronary atherosclerosis.,11348602,NotContradiction
as_000988,"In patients with renal or cardiovascular disease, does treatment with ACE inhibitors, compared with placebo, improve renal function or protect against cardiovascular incidents respectively","Low dose (1.25 mg) ramipril once daily has no effect on cardiovascular and renal outcomes of patients with type 2 diabetes and albuminuria, despite a slight decrease in blood pressure and urinary albumin.",14960504,The results provide no support for the hypothesis that reduced atherosclerosis is responsible for the beneficial effects of ACE inhibitors on major coronary events.,10933355,NotContradiction
as_000989,"In patients with renal or cardiovascular disease, does treatment with ACE inhibitors, compared with placebo, improve renal function or protect against cardiovascular incidents respectively","Low dose (1.25 mg) ramipril once daily has no effect on cardiovascular and renal outcomes of patients with type 2 diabetes and albuminuria, despite a slight decrease in blood pressure and urinary albumin.",14960504,"In patients at low risk of cardiovascular events after CABG, routine early initiation of angiotensin-converting enzyme inhibitor therapy does not appear to improve clinical outcome up to 3 years after CABG; however, it increases the incidence of adverse events, particularly early after CABG.",18071079,NotContradiction
as_000990,"In patients with renal or cardiovascular disease, does treatment with ACE inhibitors, compared with placebo, improve renal function or protect against cardiovascular incidents respectively","Low dose (1.25 mg) ramipril once daily has no effect on cardiovascular and renal outcomes of patients with type 2 diabetes and albuminuria, despite a slight decrease in blood pressure and urinary albumin.",14960504,"Ramipril significantly reduces the rates of death, myocardial infarction, and stroke in a broad range of high-risk patients who are not known to have a low ejection fraction or heart failure.",10639539,Contradiction
